"Time (s) Run #4","Position (m) Run #4"
1.930,0.17
1.940,0.17
1.950,0.17
1.960,0.18
1.970,0.19
1.980,0.19
1.990,0.20
2.000,0.21
2.010,0.22
2.020,0.23
2.030,0.24
2.040,0.25
2.050,0.26
2.060,0.27
2.070,0.28
2.080,0.29
2.090,0.31
2.100,0.32
2.110,0.34
2.120,0.35
2.130,0.37
2.140,0.39
2.150,0.40
2.160,0.42
2.170,0.44
2.180,0.46
2.190,0.48
2.200,0.50
2.210,0.52
2.220,0.54
2.230,0.57
2.240,0.59
2.250,0.61
2.260,0.64
2.270,0.66
2.280,0.67
2.290,0.68
2.300,0.70
2.310,0.71
2.320,0.73
2.330,0.74
2.340,0.75
2.350,0.77
2.360,0.78
2.370,0.79
2.380,0.80
2.390,0.81
2.400,0.82
2.410,0.83
2.420,0.84
2.430,0.85
2.440,0.85
2.450,0.86
2.460,0.87
2.470,0.87
2.480,0.88
2.490,0.88
2.500,0.88
2.510,0.89
2.520,0.89
2.530,0.88
2.540,0.88
2.550,0.88
2.560,0.87
2.570,0.87
2.580,0.86
2.590,0.85
2.600,0.83
2.610,0.81
2.620,0.79
2.630,0.77
2.640,0.74
2.650,0.71
2.660,0.69
2.670,0.66
2.680,0.64
2.690,0.62
2.700,0.59
2.710,0.57
2.720,0.55
2.730,0.53
2.740,0.51
2.750,0.49
2.760,0.47
2.770,0.45
2.780,0.43
2.790,0.41
2.800,0.40
2.810,0.38
2.820,0.37
2.830,0.35
2.840,0.34
2.850,0.32
2.860,0.31
2.870,0.30
2.880,0.29
2.890,0.28
2.900,0.26
2.910,0.25
2.920,0.25
2.930,0.24
2.940,0.23
2.950,0.22
2.960,0.22
2.970,0.21
2.980,0.21
2.990,0.20
3.000,0.20
3.010,0.19
3.020,0.19
3.030,0.19
3.040,0.19
3.050,0.18
3.060,0.18
3.070,0.18
3.080,0.18
3.090,0.19
3.100,0.19
3.110,0.19
3.120,0.19
3.130,0.20
3.140,0.20
3.150,0.21
3.160,0.21
3.170,0.22
3.180,0.22
3.190,0.23
3.200,0.24
3.210,0.25
3.220,0.25
3.230,0.26
3.240,0.27
3.250,0.29
3.260,0.30
3.270,0.31
3.280,0.32
3.290,0.34
3.300,0.35
3.310,0.36
3.320,0.38
3.330,0.39
3.340,0.41
3.350,0.43
3.360,0.45
3.370,0.46
3.380,0.48
3.390,0.50
3.400,0.52
3.410,0.54
3.420,0.57
3.430,0.59
3.440,0.61
3.450,0.63
3.460,0.66
3.470,0.68
3.480,0.71
3.490,0.73
3.500,0.76
3.510,0.78
3.520,0.80
3.530,0.81
3.540,0.82
3.550,0.83
3.560,0.83
3.570,0.84
3.580,0.85
3.590,0.86
3.600,0.87
3.610,0.87
3.620,0.88
3.630,0.88
3.640,0.88
3.650,0.89
3.660,0.89
3.670,0.90
3.680,0.90
3.690,0.90
3.700,0.91
3.710,0.91
3.720,0.91
3.730,0.91
3.740,0.91
3.750,0.91
3.760,0.90
3.770,0.90
3.780,0.89
3.790,0.88
3.800,0.86
3.810,0.85
3.820,0.82
3.830,0.80
3.840,0.77
3.850,0.75
3.860,0.72
3.870,0.69
3.880,0.67
3.890,0.64
3.900,0.62
3.910,0.60
3.920,0.57
3.930,0.55
3.940,0.53
3.950,0.51
3.960,0.49
3.970,0.47
3.980,0.45
3.990,0.43
4.000,0.41
4.010,0.40
4.020,0.38
4.030,0.36
4.040,0.35
4.050,0.33
4.060,0.32
4.070,0.31
4.080,0.29
4.090,0.28
4.100,0.27
4.110,0.26
4.120,0.25
4.130,0.24
4.140,0.23
4.150,0.22
4.160,0.21
4.170,0.21
4.180,0.20
4.190,0.20
4.200,0.19
4.210,0.19
4.220,0.18
4.230,0.18
4.240,0.18
4.250,0.18
4.260,0.17
4.270,0.17
4.280,0.17
4.290,0.17
4.300,0.17
4.310,0.17
4.320,0.18
4.330,0.18
4.340,0.18
4.350,0.19
4.360,0.19
4.370,0.20
4.380,0.20
4.390,0.21
4.400,0.21
4.410,0.22
4.420,0.23
4.430,0.24
4.440,0.25
4.450,0.26
4.460,0.27
4.470,0.28
4.480,0.29
4.490,0.30
4.500,0.31
4.510,0.33
4.520,0.34
4.530,0.36
4.540,0.37
4.550,0.39
4.560,0.40
4.570,0.42
4.580,0.44
4.590,0.46
4.600,0.48
4.610,0.50
4.620,0.52
4.630,0.54
4.640,0.56
4.650,0.58
4.660,0.61
4.670,0.63
4.680,0.65
4.690,0.68
4.700,0.70
4.710,0.73
4.720,0.76
4.730,0.78
4.740,0.81
4.750,0.82
4.760,0.83
4.770,0.84
4.780,0.85
4.790,0.86
4.800,0.87
4.810,0.88
4.820,0.89
4.830,0.90
4.840,0.91
4.850,0.92
4.860,0.91
4.870,0.91
4.880,0.91
4.890,0.91
4.900,0.91
4.910,0.91
4.920,0.91
4.930,0.91
4.940,0.91
4.950,0.90
4.960,0.90
4.970,0.90
4.980,0.89
4.990,0.88
5.000,0.86
5.010,0.85
5.020,0.83
5.030,0.81
5.040,0.78
5.050,0.82
5.060,0.42
5.070,0.71
5.080,0.68
5.090,0.71
5.100,0.35
5.110,0.61
5.120,0.59
5.130,0.57
5.140,0.55
5.150,0.53
5.160,0.51
5.170,0.49
5.180,0.48
5.190,0.46
5.200,0.44
5.210,0.43
5.220,0.41
5.230,0.40
5.240,0.39
5.250,0.37
5.260,0.36
5.270,0.35
5.280,0.34
5.290,0.33
5.300,0.32
5.310,0.31
5.320,0.30
5.330,0.29
5.340,0.28
5.350,0.28
5.360,0.27
5.370,0.27
5.380,0.26
5.390,0.26
5.400,0.25
5.410,0.25
5.420,0.25
5.430,0.25
5.440,0.24
5.450,0.24
5.460,0.24
5.470,0.24
5.480,0.24
5.490,0.25
5.500,0.25
5.510,0.25
5.520,0.26
5.530,0.26
5.540,0.26
5.550,0.27
5.560,0.28
5.570,0.28
5.580,0.29
5.590,0.30
5.600,0.31
5.610,0.32
5.620,0.33
5.630,0.34
5.640,0.35
5.650,0.36
5.660,0.37
5.670,0.38
5.680,0.39
5.690,0.41
5.700,0.42
5.710,0.44
5.720,0.45
5.730,0.47
5.740,0.49
5.750,0.51
5.760,0.52
5.770,0.54
5.780,0.56
5.790,0.58
5.800,0.60
5.810,0.62
5.820,0.65
5.830,0.67
5.840,0.69
5.850,0.71
5.860,0.73
5.870,0.75
5.880,0.77
5.890,0.78
5.900,0.80
5.910,0.80
5.920,0.81
5.930,0.82
5.940,0.82
5.950,0.83
5.960,0.84
5.970,0.85
5.980,0.85
5.990,0.86
6.000,0.87
6.010,0.88
6.020,0.88
6.030,0.89
6.040,0.89
6.050,0.90
6.060,0.90
6.070,0.90
6.080,0.90
6.090,0.89
6.100,0.89
6.110,0.88
6.120,0.87
6.130,0.86
6.140,0.84
6.150,0.82
6.160,0.80
6.170,0.78
6.180,0.76
6.190,0.73
6.200,0.71
6.210,0.69
6.220,0.66
6.230,0.64
6.240,0.62
6.250,0.60
6.260,0.58
6.270,0.56
6.280,0.54
6.290,0.52
6.300,0.51
6.310,0.49
6.320,0.47
6.330,0.46
6.340,0.44
6.350,0.43
6.360,0.41
6.370,0.40
6.380,0.40
6.390,0.39
6.400,0.38
6.410,0.37
6.420,0.36
6.430,0.35
6.440,0.34
6.450,0.33
6.460,0.32
6.470,0.31
6.480,0.31
6.490,0.30
6.500,0.29
6.510,0.29
6.520,0.29
6.530,0.28
6.540,0.28
6.550,0.28
6.560,0.28
6.570,0.28
6.580,0.28
6.590,0.28
6.600,0.28
6.610,0.28
6.620,0.29
6.630,0.29
6.640,0.29
6.650,0.30
6.660,0.30
6.670,0.31
6.680,0.32
6.690,0.32
6.700,0.33
6.710,0.34
6.720,0.35
6.730,0.36
6.740,0.37
6.750,0.38
6.760,0.39
6.770,0.40
6.780,0.41
6.790,0.42
6.800,0.44
6.810,0.45
6.820,0.47
6.830,0.48
6.840,0.50
6.850,0.51
6.860,0.53
6.870,0.55
6.880,0.57
6.890,0.59
6.900,0.60
6.910,0.62
6.920,0.63
6.930,0.65
6.940,0.66
6.950,0.67
6.960,0.68
6.970,0.69
6.980,0.70
6.990,0.71
7.000,0.72
7.010,0.73
7.020,0.74
7.030,0.75
7.040,0.76
7.050,0.77
7.060,0.78
7.070,0.79
7.080,0.80
7.090,0.81
7.100,0.82
7.110,0.83
7.120,0.84
7.130,0.85
7.140,0.86
7.150,0.87
7.160,0.88
7.170,0.88
7.180,0.88
7.190,0.89
7.200,0.89
7.210,0.89
7.220,0.88
7.230,0.88
7.240,0.88
7.250,0.87
7.260,0.86
7.270,0.86
7.280,0.84
7.290,0.83
7.300,0.81
7.310,0.80
7.320,0.78
7.330,0.75
7.340,0.73
7.350,0.71
7.360,0.68
7.370,0.66
7.380,0.63
7.390,0.61
7.400,0.59
7.410,0.57
7.420,0.54
7.430,0.52
7.440,0.50
7.450,0.48
7.460,0.47
7.470,0.45
7.480,0.43
7.490,0.41
7.500,0.40
7.510,0.38
7.520,0.37
7.530,0.35
7.540,0.34
7.550,0.33
7.560,0.32
7.570,0.31
7.580,0.29
7.590,0.28
7.600,0.27
7.610,0.26
7.620,0.26
7.630,0.25
7.640,0.24
7.650,0.23
7.660,0.23
7.670,0.22
7.680,0.22
7.690,0.21
7.700,0.21
7.710,0.21
7.720,0.21
7.730,0.21
7.740,0.20
7.750,0.20
7.760,0.20
7.770,0.21
7.780,0.21
7.790,0.21
7.800,0.21
7.810,0.21
7.820,0.22
7.830,0.22
7.840,0.22
7.850,0.23
7.860,0.24
7.870,0.24
7.880,0.25
7.890,0.26
7.900,0.27
7.910,0.28
7.920,0.29
7.930,0.30
7.940,0.31
7.950,0.32
7.960,0.33
7.970,0.35
7.980,0.36
7.990,0.37
8.000,0.39
8.010,0.40
8.020,0.42
8.030,0.43
8.040,0.45
8.050,0.47
8.060,0.49
8.070,0.51
8.080,0.53
8.090,0.55
8.100,0.57
8.110,0.59
8.120,0.61
8.130,0.64
8.140,0.66
8.150,0.68
8.160,0.70
8.170,0.73
8.180,0.75
8.190,0.76
8.200,0.77
8.210,0.78
8.220,0.79
8.230,0.80
8.240,0.81
8.250,0.82
8.260,0.83
8.270,0.84
8.280,0.85
8.290,0.86
8.300,0.86
8.310,0.87
8.320,0.88
8.330,0.88
8.340,0.94
8.350,0.90
8.360,0.94
8.370,0.93
8.380,0.93
8.390,0.93
8.400,0.94
8.410,0.90
8.420,0.89
8.430,0.88
8.440,0.87
8.450,0.86
8.460,0.85
8.470,0.83
8.480,0.81
8.490,0.79
8.500,0.77
8.510,0.74
8.520,0.72
8.530,0.69
8.540,0.66
8.550,0.64
8.560,0.61
8.570,0.59
8.580,0.56
8.590,0.54
8.600,0.51
8.610,0.49
8.620,0.47
8.630,0.45
8.640,0.43
8.650,0.41
8.660,0.39
8.670,0.37
8.680,0.35
8.690,0.34
8.700,0.32
8.710,0.30
8.720,0.29
8.730,0.27
8.740,0.26
8.750,0.24
8.760,0.23
8.770,0.22
8.780,0.21
8.790,0.20
8.800,0.19
8.810,0.18
8.820,0.17
8.830,0.16
8.840,0.15
8.850,0.15
8.860,0.14
8.870,0.13
8.880,0.13
8.890,0.13
8.900,0.13
8.910,0.13
8.920,0.13
8.930,0.13
8.940,0.13
8.950,0.13
8.960,0.13
8.970,0.13
8.980,0.13
8.990,0.13
9.000,0.13
9.010,0.13
9.020,0.13
9.030,0.13
9.040,0.13
9.050,0.13
9.060,0.13
9.070,0.13
9.080,0.14
9.090,0.15
9.100,0.16
9.110,0.16
9.120,0.17
9.130,0.18
9.140,0.19
9.150,0.20
9.160,0.21
9.170,0.22
9.180,0.23
9.190,0.25
9.200,0.26
9.210,0.28
9.220,0.29
9.230,0.31
9.240,0.32
9.250,0.34
9.260,0.36
9.270,0.37
9.280,0.39
9.290,0.41
9.300,0.43
9.310,0.45
9.320,0.47
9.330,0.49
9.340,0.52
9.350,0.54
9.360,0.56
9.370,0.59
9.380,0.61
9.390,0.64
9.400,0.66
9.410,0.68
9.420,0.70
9.430,0.72
9.440,0.73
9.450,0.75
9.460,0.76
9.470,0.77
9.480,0.78
9.490,0.79
9.500,0.80
9.510,0.80
9.520,0.81
9.530,0.82
9.540,0.83
9.550,0.83
9.560,0.84
9.570,0.84
9.580,0.85
9.590,0.86
9.600,0.86
9.610,0.87
9.620,0.87
9.630,0.87
9.640,0.88
9.650,0.88
9.660,0.88
9.670,0.88
9.680,0.87
9.690,0.87
9.700,0.86
9.710,0.85
9.720,0.83
9.730,0.82
9.740,0.80
9.750,0.77
9.760,0.75
9.770,0.73
9.780,0.70
9.790,0.67
9.800,0.65
9.810,0.63
9.820,0.60
9.830,0.58
9.840,0.56
9.850,0.54
9.860,0.52
9.870,0.50
9.880,0.48
9.890,0.46
9.900,0.44
9.910,0.42
9.920,0.41
9.930,0.39
9.940,0.38
9.950,0.36
9.960,0.35
9.970,0.34
9.980,0.32
9.990,0.31
10.000,0.30
10.010,0.29
10.020,0.28
10.030,0.27
10.040,0.26
10.050,0.25
10.060,0.24
10.070,0.24
10.080,0.23
10.090,0.22
10.100,0.22
10.110,0.22
10.120,0.21
10.130,0.21
10.140,0.21
10.150,0.20
10.160,0.20
10.170,0.20
10.180,0.20
10.190,0.20
10.200,0.20
10.210,0.20
10.220,0.21
10.230,0.21
10.240,0.21
10.250,0.22
10.260,0.22
10.270,0.22
10.280,0.23
10.290,0.23
10.300,0.24
10.310,0.25
10.320,0.26
10.330,0.27
10.340,0.27
10.350,0.28
10.360,0.30
10.370,0.31
10.380,0.32
10.390,0.33
10.400,0.34
10.410,0.36
10.420,0.37
10.430,0.39
10.440,0.40
10.450,0.42
10.460,0.43
10.470,0.45
10.480,0.47
10.490,0.49
10.500,0.51
10.510,0.53
10.520,0.55
10.530,0.57
10.540,0.59
10.550,0.61
10.560,0.63
10.570,0.66
10.580,0.68
10.590,0.70
10.600,0.73
10.610,0.75
10.620,0.77
10.630,0.78
10.640,0.79
10.650,0.81
10.660,0.82
10.670,0.82
10.680,0.84
10.690,0.85
10.700,0.86
10.710,0.87
10.720,0.88
10.730,0.89
10.740,0.90
10.750,0.90
10.760,0.91
10.770,0.92
10.780,0.92
10.790,0.92
10.800,0.92
10.810,0.91
10.820,0.90
10.830,0.89
10.840,0.87
10.850,0.85
10.860,0.83
10.870,0.81
10.880,0.78
10.890,0.75
10.900,0.73
10.910,0.70
10.920,0.67
10.930,0.64
10.940,0.61
10.950,0.59
10.960,0.56
10.970,0.54
10.980,0.52
10.990,0.49
11.000,0.47
11.010,0.45
11.020,0.43
11.030,0.41
11.040,0.39
11.050,0.37
11.060,0.35
11.070,0.33
11.080,0.32
11.090,0.30
11.100,0.28
11.110,0.27
11.120,0.25
11.130,0.24
11.140,0.22
11.150,0.21
11.160,0.20
11.170,0.19
11.180,0.18
11.190,0.17
11.200,0.16
11.210,0.15
11.220,0.14
11.230,0.13
11.240,0.13
11.250,0.13
11.260,0.13
11.270,0.13
11.280,0.13
11.290,0.13
11.300,0.13
11.310,0.22
11.320,0.15
11.330,0.22
11.340,0.15
11.350,0.17
11.360,0.17
11.370,0.15
11.380,0.16
11.390,0.16
11.400,0.23
11.410,0.13
11.420,0.13
11.430,0.13
11.440,0.13
11.450,0.13
11.460,0.13
11.470,0.13
11.480,0.13
11.490,0.14
11.500,0.15
11.510,0.16
11.520,0.17
11.530,0.18
11.540,0.19
11.550,0.20
11.560,0.21
11.570,0.22
11.580,0.23
11.590,0.25
11.600,0.26
11.610,0.28
11.620,0.29
11.630,0.31
11.640,0.33
11.650,0.34
11.660,0.36
11.670,0.38
11.680,0.40
11.690,0.42
11.700,0.44
11.710,0.46
11.720,0.48
11.730,0.51
11.740,0.53
11.750,0.55
11.760,0.58
11.770,0.60
11.780,0.63
11.790,0.65
11.800,0.67
11.810,0.70
11.820,0.71
11.830,0.73
11.840,0.75
11.850,0.76
11.860,0.77
11.870,0.78
11.880,0.78
11.890,0.79
11.900,0.80
11.910,0.81
11.920,0.82
11.930,0.83
11.940,0.84
11.950,0.84
11.960,0.85
11.970,0.86
11.980,0.86
11.990,0.87
12.000,0.87
12.010,0.87
12.020,0.88
12.030,0.88
12.040,0.87
12.050,0.87
12.060,0.86
12.070,0.85
12.080,0.83
12.090,0.81
12.100,0.79
12.110,0.77
12.120,0.74
12.130,0.71
12.140,0.69
12.150,0.66
12.160,0.64
12.170,0.61
12.180,0.59
12.190,0.57
12.200,0.55
12.210,0.52
12.220,0.50
12.230,0.48
12.240,0.47
12.250,0.45
12.260,0.43
12.270,0.41
12.280,0.39
12.290,0.38
12.300,0.36
12.310,0.35
12.320,0.34
12.330,0.32
12.340,0.31
12.350,0.30
12.360,0.29
12.370,0.27
12.380,0.26
12.390,0.25
12.400,0.25
12.410,0.24
12.420,0.23
12.430,0.22
12.440,0.22
12.450,0.21
12.460,0.21
12.470,0.20
12.480,0.20
12.490,0.19
12.500,0.19
12.510,0.19
12.520,0.19
12.530,0.18
12.540,0.18
12.550,0.18
12.560,0.18
12.570,0.19
12.580,0.19
12.590,0.19
12.600,0.19
12.610,0.20
12.620,0.20
12.630,0.21
12.640,0.21
12.650,0.22
12.660,0.22
12.670,0.23
12.680,0.24
12.690,0.25
12.700,0.26
12.710,0.27
12.720,0.28
12.730,0.29
12.740,0.30
12.750,0.31
12.760,0.32
12.770,0.34
12.780,0.35
12.790,0.37
12.800,0.38
12.810,0.40
12.820,0.41
12.830,0.43
12.840,0.45
12.850,0.47
12.860,0.49
12.870,0.51
12.880,0.53
12.890,0.55
12.900,0.57
12.910,0.59
12.920,0.61
12.930,0.64
12.940,0.66
12.950,0.68
12.960,0.71
12.970,0.73
12.980,0.76
12.990,0.78
13.000,0.79
13.010,0.80
13.020,0.81
13.030,0.82
13.040,0.82
13.050,0.83
13.060,0.84
13.070,0.85
13.080,0.85
13.090,0.86
13.100,0.87
13.110,0.87
13.120,0.88
13.130,0.88
13.140,0.88
13.150,0.89
13.160,0.89
13.170,0.89
13.180,0.89
13.190,0.88
13.200,0.88
13.210,0.87
13.220,0.86
13.230,0.84
13.240,0.83
13.250,0.81
13.260,0.78
13.270,0.76
13.280,0.73
13.290,0.70
13.300,0.67
13.310,0.65
13.320,0.62
13.330,0.60
13.340,0.57
13.350,0.55
13.360,0.53
13.370,0.50
13.380,0.48
13.390,0.46
13.400,0.44
13.410,0.42
13.420,0.40
13.430,0.38
13.440,0.37
13.450,0.35
13.460,0.33
13.470,0.32
13.480,0.30
13.490,0.29
13.500,0.27
13.510,0.26
13.520,0.25
13.530,0.24
13.540,0.22
13.550,0.21
13.560,0.20
13.570,0.20
13.580,0.19
13.590,0.18
13.600,0.17
13.610,0.17
13.620,0.16
13.630,0.16
13.640,0.15
13.650,0.14
13.660,0.14
13.670,0.13
13.680,0.13
13.690,0.13
13.700,0.13
13.710,0.13
13.720,0.13
13.730,0.13
13.740,0.13
13.750,0.13
13.760,0.13
13.770,0.13
13.780,0.14
13.790,0.14
13.800,0.14
13.810,0.15
13.820,0.16
13.830,0.16
13.840,0.17
13.850,0.17
13.860,0.18
13.870,0.19
13.880,0.20
13.890,0.21
13.900,0.22
13.910,0.23
13.920,0.24
13.930,0.25
13.940,0.26
13.950,0.28
13.960,0.29
13.970,0.31
13.980,0.32
13.990,0.34
14.000,0.35
14.010,0.37
14.020,0.39
14.030,0.41
14.040,0.43
14.050,0.45
14.060,0.47
14.070,0.49
14.080,0.51
14.090,0.53
14.100,0.55
14.110,0.58
14.120,0.60
14.130,0.63
14.140,0.65
14.150,0.68
14.160,0.70
14.170,0.73
14.180,0.75
14.190,0.78
14.200,0.80
14.210,0.81
14.220,0.82
14.230,0.83
14.240,0.84
14.250,0.85
14.260,0.86
14.270,0.87
14.280,0.88
14.290,0.89
14.300,0.90
14.310,0.90
14.320,0.91
14.330,0.90
14.340,0.94
14.350,0.94
14.360,0.94
14.370,0.89
14.380,0.88
14.390,0.86
14.400,0.84
14.410,0.83
14.420,0.80
14.430,0.78
14.440,0.76
14.450,0.73
14.460,0.71
14.470,0.68
14.480,0.66
14.490,0.63
14.500,0.61
14.510,0.59
14.520,0.57
14.530,0.55
14.540,0.53
14.550,0.51
14.560,0.49
14.570,0.47
14.580,0.45
14.590,0.43
14.600,0.42
14.610,0.40
14.620,0.39
14.630,0.38
14.640,0.36
14.650,0.35
14.660,0.34
14.670,0.33
14.680,0.32
14.690,0.31
14.700,0.31
14.710,0.30
14.720,0.29
14.730,0.27
14.740,0.40
14.750,0.42
14.760,0.27
14.770,0.25
14.780,0.24
14.790,0.23
14.800,0.23
14.810,0.23
14.820,0.22
14.830,0.22
14.840,0.22
14.850,0.22
14.860,0.22
14.870,0.22
14.880,0.22
14.890,0.22
14.900,0.23
14.910,0.23
14.920,0.23
14.930,0.24
14.940,0.24
14.950,0.25
14.960,0.25
14.970,0.26
14.980,0.27
14.990,0.28
15.000,0.28
15.010,0.29
15.020,0.30
15.030,0.31
15.040,0.32
15.050,0.34
15.060,0.35
15.070,0.36
15.080,0.37
15.090,0.39
15.100,0.40
15.110,0.42
15.120,0.43
15.130,0.45
15.140,0.47
15.150,0.49
15.160,0.50
15.170,0.52
15.180,0.54
15.190,0.56
15.200,0.58
15.210,0.61
15.220,0.63
15.230,0.65
15.240,0.67
15.250,0.69
15.260,0.71
15.270,0.72
15.280,0.74
15.290,0.75
15.300,0.77
15.310,0.78
15.320,0.79
15.330,0.80
15.340,0.81
15.350,0.82
15.360,0.83
15.370,0.84
15.380,0.84
15.390,0.85
15.400,0.86
15.410,0.86
15.420,0.87
15.430,0.87
15.440,0.87
15.450,0.87
15.460,0.87
15.470,0.87
15.480,0.87
15.490,0.86
15.500,0.85
15.510,0.84
15.520,0.82
15.530,0.81
15.540,0.79
15.550,0.76
15.560,0.74
15.570,0.71
15.580,0.69
15.590,0.66
15.600,0.64
15.610,0.62
15.620,0.60
15.630,0.57
15.640,0.55
15.650,0.53
15.660,0.51
15.670,0.49
15.680,0.47
15.690,0.46
15.700,0.44
15.710,0.42
15.720,0.40
15.730,0.39
15.740,0.37
15.750,0.36
15.760,0.35
15.770,0.33
15.780,0.32
15.790,0.31
15.800,0.30
15.810,0.29
15.820,0.28
15.830,0.27
15.840,0.26
15.850,0.25
15.860,0.25
15.870,0.24
15.880,0.23
15.890,0.23
15.900,0.22
15.910,0.22
15.920,0.21
15.930,0.21
15.940,0.21
15.950,0.21
15.960,0.21
15.970,0.21
15.980,0.21
15.990,0.21
16.000,0.21
16.010,0.21
16.020,0.21
16.030,0.22
16.040,0.22
16.050,0.22
16.060,0.23
16.070,0.23
16.080,0.24
16.090,0.24
16.100,0.25
16.110,0.26
16.120,0.27
16.130,0.28
16.140,0.29
16.150,0.30
16.160,0.31
16.170,0.32
16.180,0.33
16.190,0.34
16.200,0.36
16.210,0.37
16.220,0.39
16.230,0.40
16.240,0.42
16.250,0.43
16.260,0.45
16.270,0.47
16.280,0.49
16.290,0.50
16.300,0.52
16.310,0.54
16.320,0.56
16.330,0.59
16.340,0.60
16.350,0.62
16.360,0.64
16.370,0.65
16.380,0.67
16.390,0.68
16.400,0.69
16.410,0.70
16.420,0.71
16.430,0.72
16.440,0.73
16.450,0.74
16.460,0.75
16.470,0.76
16.480,0.77
16.490,0.77
16.500,0.78
16.510,0.79
16.520,0.80
16.530,0.80
16.540,0.81
16.550,0.82
16.560,0.82
16.570,0.83
16.580,0.83
16.590,0.83
16.600,0.83
16.610,0.84
16.620,0.83
16.630,0.83
16.640,0.83
16.650,0.82
16.660,0.81
16.670,0.80
16.680,0.79
16.690,0.77
16.700,0.75
16.710,0.73
16.720,0.70
16.730,0.68
16.740,0.66
16.750,0.63
16.760,0.61
16.770,0.59
16.780,0.57
16.790,0.55
16.800,0.53
16.810,0.51
16.820,0.49
16.830,0.47
16.840,0.45
16.850,0.43
16.860,0.42
16.870,0.40
16.880,0.39
16.890,0.37
16.900,0.36
16.910,0.34
16.920,0.33
16.930,0.32
16.940,0.31
16.950,0.30
16.960,0.29
16.970,0.28
16.980,0.27
16.990,0.26
17.000,0.25
17.010,0.25
17.020,0.24
17.030,0.23
17.040,0.23
17.050,0.22
17.060,0.22
17.070,0.22
17.080,0.21
17.090,0.21
17.100,0.21
17.110,0.21
17.120,0.21
17.130,0.21
17.140,0.21
17.150,0.21
17.160,0.21
17.170,0.22
17.180,0.22
17.190,0.22
17.200,0.23
17.210,0.23
17.220,0.24
17.230,0.24
17.240,0.25
17.250,0.26
17.260,0.27
17.270,0.28
17.280,0.28
17.290,0.29
17.300,0.31
17.310,0.32
17.320,0.33
17.330,0.34
17.340,0.35
17.350,0.37
17.360,0.38
17.370,0.40
17.380,0.41
17.390,0.43
17.400,0.44
17.410,0.46
17.420,0.48
17.430,0.50
