"Time (s) Run #6","Position (m) Run #6"
2.080,0.70
2.090,0.68
2.100,0.66
2.110,0.63
2.120,0.61
2.130,0.59
2.140,0.57
2.150,0.55
2.160,0.53
2.170,0.51
2.180,0.49
2.190,0.48
2.200,0.46
2.210,0.44
2.220,0.43
2.230,0.41
2.240,0.40
2.250,0.38
2.260,0.37
2.270,0.35
2.280,0.34
2.290,0.33
2.300,0.32
2.310,0.30
2.320,0.29
2.330,0.28
2.340,0.27
2.350,0.26
2.360,0.26
2.370,0.25
2.380,0.25
2.390,0.24
2.400,0.36
2.410,0.35
2.420,0.35
2.430,0.22
2.440,0.21
2.450,0.20
2.460,0.20
2.470,0.19
2.480,0.19
2.490,0.19
2.500,0.19
2.510,0.19
2.520,0.18
2.530,0.29
2.540,0.30
2.550,0.30
2.560,0.30
2.570,0.30
2.580,0.30
2.590,0.19
2.600,0.19
2.610,0.19
2.620,0.19
2.630,0.19
2.640,0.19
2.650,0.20
2.660,0.20
2.670,0.21
2.680,0.21
2.690,0.34
2.700,0.36
2.710,0.37
2.720,0.25
2.730,0.25
2.740,0.25
2.750,0.26
2.760,0.26
2.770,0.27
2.780,0.28
2.790,0.29
2.800,0.30
2.810,0.31
2.820,0.33
2.830,0.34
2.840,0.35
2.850,0.36
2.860,0.38
2.870,0.39
2.880,0.41
2.890,0.42
2.900,0.44
2.910,0.45
2.920,0.47
2.930,0.49
2.940,0.51
2.950,0.52
2.960,0.54
2.970,0.56
2.980,0.58
2.990,0.60
3.000,0.62
3.010,0.65
3.020,0.67
3.030,0.69
3.040,0.71
3.050,0.73
3.060,0.74
3.070,0.76
3.080,0.77
3.090,0.78
3.100,0.80
3.110,0.81
3.120,0.82
3.130,0.84
3.140,0.85
3.150,0.86
3.160,0.87
3.170,0.88
3.180,0.89
3.190,0.90
3.200,0.91
3.210,0.91
3.220,0.92
3.230,0.93
3.240,0.93
3.250,0.93
3.260,0.94
3.270,0.94
3.280,0.94
3.290,0.94
3.300,0.94
3.310,0.93
3.320,0.92
3.330,0.91
3.340,0.90
3.350,0.88
3.360,0.86
3.370,0.84
3.380,0.81
3.390,0.79
3.400,0.76
3.410,0.74
3.420,0.71
3.430,0.69
3.440,0.66
3.450,0.64
3.460,0.62
3.470,0.59
3.480,0.57
3.490,0.55
3.500,0.53
3.510,0.51
3.520,0.49
3.530,0.47
3.540,0.45
3.550,0.43
3.560,0.41
3.570,0.40
3.580,0.39
3.590,0.52
3.600,0.51
3.610,0.45
3.620,0.83
3.630,0.83
3.640,0.85
3.650,0.96
3.660,0.42
3.670,0.41
3.680,0.41
3.690,0.36
3.700,0.78
3.710,0.79
3.720,0.80
3.730,0.79
3.740,0.78
3.750,0.78
3.760,0.78
3.770,0.78
3.780,0.78
3.790,0.78
3.800,0.77
3.810,0.78
3.820,0.78
3.830,0.77
3.840,0.78
3.850,0.77
3.860,0.77
3.870,0.77
3.880,0.76
3.890,0.76
3.900,0.76
3.910,0.76
3.920,0.76
3.930,0.76
3.940,0.76
3.950,0.76
3.960,0.76
3.970,0.76
3.980,0.76
3.990,0.76
4.000,0.76
4.010,0.76
4.020,0.76
4.030,0.76
4.040,0.75
4.050,0.75
4.060,0.75
4.070,0.75
4.080,0.74
4.090,0.83
4.100,0.34
4.110,0.33
4.120,0.34
4.130,0.34
4.140,0.35
4.150,0.36
4.160,0.37
4.170,0.25
4.180,0.25
4.190,0.26
4.200,0.27
4.210,0.28
4.220,0.30
4.230,0.32
4.240,0.33
4.250,0.34
4.260,0.36
4.270,0.37
4.280,0.39
4.290,0.40
4.300,0.42
4.310,0.44
4.320,0.46
4.330,0.48
4.340,0.50
4.350,0.52
4.360,0.54
4.370,0.56
4.380,0.58
4.390,0.60
4.400,0.62
4.410,0.64
4.420,0.66
4.430,0.68
4.440,0.70
4.450,0.72
4.460,0.73
4.470,0.75
4.480,0.76
4.490,0.77
4.500,0.78
4.510,0.79
4.520,0.80
4.530,0.81
4.540,0.83
4.550,0.84
4.560,0.85
4.570,0.86
4.580,0.87
4.590,0.88
4.600,0.88
4.610,0.89
4.620,0.90
4.630,0.91
4.640,0.91
4.650,0.92
4.660,0.92
4.670,0.92
4.680,0.92
4.690,0.93
4.700,0.93
4.710,0.92
4.720,0.92
4.730,0.92
4.740,0.91
4.750,0.90
4.760,0.89
4.770,0.87
4.780,0.86
4.790,0.84
4.800,0.82
4.810,0.79
4.820,0.77
4.830,0.75
4.840,0.72
4.850,0.70
4.860,0.67
4.870,0.65
4.880,0.63
4.890,0.61
4.900,0.59
4.910,0.56
4.920,0.54
4.930,0.52
4.940,0.51
4.950,0.49
4.960,0.47
4.970,0.45
4.980,0.43
4.990,0.42
5.000,0.40
5.010,0.39
5.020,0.37
5.030,0.36
5.040,0.34
5.050,0.33
5.060,0.32
5.070,0.30
5.080,0.29
5.090,0.28
5.100,0.27
5.110,0.26
5.120,0.25
5.130,0.25
5.140,0.24
5.150,0.36
5.160,0.36
5.170,0.22
5.180,0.21
5.190,0.20
5.200,0.19
5.210,0.19
5.220,0.18
5.230,0.30
5.240,0.29
5.250,0.29
5.260,0.17
5.270,0.16
5.280,0.16
5.290,0.15
5.300,0.15
5.310,0.14
5.320,0.14
5.330,0.14
5.340,0.14
5.350,0.14
5.360,0.14
5.370,0.15
5.380,0.15
5.390,0.16
5.400,0.16
5.410,0.17
5.420,0.29
5.430,0.29
5.440,0.30
5.450,0.19
5.460,0.19
5.470,0.19
5.480,0.20
5.490,0.21
5.500,0.22
5.510,0.35
5.520,0.37
5.530,0.25
5.540,0.25
5.550,0.25
5.560,0.26
5.570,0.27
5.580,0.28
5.590,0.29
5.600,0.30
5.610,0.31
5.620,0.33
5.630,0.34
5.640,0.35
5.650,0.37
5.660,0.38
5.670,0.40
5.680,0.41
5.690,0.43
5.700,0.44
5.710,0.46
5.720,0.48
5.730,0.50
5.740,0.52
5.750,0.54
5.760,0.56
5.770,0.58
5.780,0.60
5.790,0.62
5.800,0.64
5.810,0.66
5.820,0.68
5.830,0.70
5.840,0.72
5.850,0.73
5.860,0.75
5.870,0.77
5.880,0.78
5.890,0.79
5.900,0.81
5.910,0.82
5.920,0.83
5.930,0.84
5.940,0.86
5.950,0.87
5.960,0.88
5.970,0.89
5.980,0.89
5.990,0.97
6.000,1.24
6.010,0.93
6.020,0.92
6.030,0.92
6.040,0.93
6.050,0.93
6.060,0.93
6.070,0.93
6.080,0.93
6.090,0.93
6.100,0.92
6.110,0.91
6.120,0.90
6.130,0.89
6.140,0.87
6.150,0.86
6.160,0.84
6.170,0.81
6.180,0.79
6.190,0.77
6.200,0.74
6.210,0.72
6.220,0.70
6.230,0.68
6.240,0.65
6.250,0.63
6.260,0.61
6.270,0.59
6.280,0.57
6.290,0.55
6.300,0.54
6.310,0.52
6.320,0.50
6.330,0.48
6.340,0.47
6.350,0.45
6.360,0.43
6.370,0.42
6.380,0.41
6.390,0.39
6.400,0.38
6.410,0.37
6.420,0.35
6.430,0.34
6.440,0.33
6.450,0.32
6.460,0.31
6.470,0.30
6.480,0.29
6.490,0.28
6.500,0.27
6.510,0.27
6.520,0.26
6.530,0.25
6.540,0.25
6.550,0.25
6.560,0.25
6.570,0.24
6.580,0.36
6.590,0.36
6.600,0.35
6.610,0.35
6.620,0.35
6.630,0.23
6.640,0.22
6.650,0.22
6.660,0.21
6.670,0.22
6.680,0.22
6.690,0.21
6.700,0.21
6.710,0.22
6.720,0.22
6.730,0.34
6.740,0.34
6.750,0.35
6.760,0.36
6.770,0.36
6.780,0.37
6.790,0.25
6.800,0.25
6.810,0.25
6.820,0.25
6.830,0.25
6.840,0.26
6.850,0.27
6.860,0.27
6.870,0.28
6.880,0.29
6.890,0.30
6.900,0.31
6.910,0.32
6.920,0.33
6.930,0.34
6.940,0.36
6.950,0.37
6.960,0.38
6.970,0.39
6.980,0.41
6.990,0.42
7.000,0.43
7.010,0.45
7.020,0.47
7.030,0.48
7.040,0.50
7.050,0.52
7.060,0.53
7.070,0.55
7.080,0.57
7.090,0.59
7.100,0.61
7.110,0.63
7.120,0.65
7.130,0.67
7.140,0.69
7.150,0.72
7.160,0.74
7.170,0.76
7.180,0.78
7.190,0.80
7.200,0.81
7.210,0.82
7.220,0.84
7.230,0.85
7.240,0.87
7.250,0.88
7.260,0.89
7.270,0.90
7.280,0.90
7.290,0.91
7.300,0.92
7.310,0.93
7.320,0.93
7.330,0.94
7.340,0.94
7.350,0.94
7.360,0.95
7.370,0.95
7.380,0.94
7.390,0.94
7.400,0.94
7.410,0.93
7.420,0.92
7.430,0.91
7.440,0.89
7.450,0.87
7.460,0.85
7.470,0.83
7.480,0.81
7.490,0.78
7.500,0.76
7.510,0.74
7.520,0.71
7.530,0.69
7.540,0.67
7.550,0.65
7.560,0.63
7.570,0.61
7.580,0.59
7.590,0.57
7.600,0.55
7.610,0.53
7.620,0.51
7.630,0.50
7.640,0.48
7.650,0.46
7.660,0.45
7.670,0.43
7.680,0.42
7.690,0.40
7.700,0.39
7.710,0.38
7.720,0.36
7.730,0.35
7.740,0.34
7.750,0.33
7.760,0.32
7.770,0.31
7.780,0.30
7.790,0.29
7.800,0.28
7.810,0.27
7.820,0.27
7.830,0.26
7.840,0.25
7.850,0.25
7.860,0.25
7.870,0.25
7.880,0.24
7.890,0.36
7.900,0.36
7.910,0.36
7.920,0.35
7.930,0.35
7.940,0.34
7.950,0.34
7.960,0.35
7.970,0.23
7.980,0.22
7.990,0.22
8.000,0.22
8.010,0.34
8.020,0.34
8.030,0.35
8.040,0.35
8.050,0.36
8.060,0.36
8.070,0.37
8.080,0.25
8.090,0.25
8.100,0.25
8.110,0.25
8.120,0.25
8.130,0.26
8.140,0.26
8.150,0.27
8.160,0.28
8.170,0.28
8.180,0.29
8.190,0.30
8.200,0.31
8.210,0.32
8.220,0.33
8.230,0.34
8.240,0.36
8.250,0.37
8.260,0.38
8.270,0.39
8.280,0.41
8.290,0.42
8.300,0.43
8.310,0.45
8.320,0.47
8.330,0.48
8.340,0.50
8.350,0.52
8.360,0.53
8.370,0.55
8.380,0.57
8.390,0.59
8.400,0.61
8.410,0.63
8.420,0.65
8.430,0.67
8.440,0.69
8.450,0.71
8.460,0.72
8.470,0.74
8.480,0.76
8.490,0.77
8.500,0.79
8.510,0.80
8.520,0.81
8.530,0.83
8.540,0.84
8.550,0.85
8.560,0.86
8.570,0.87
8.580,0.88
8.590,0.89
8.600,0.90
8.610,0.91
8.620,0.91
8.630,0.92
8.640,0.92
8.650,0.92
8.660,0.92
8.670,0.91
8.680,0.90
8.690,0.89
8.700,0.88
8.710,0.87
8.720,0.85
8.730,0.83
8.740,0.81
8.750,0.78
8.760,0.76
8.770,0.74
8.780,0.72
8.790,0.69
8.800,0.67
8.810,0.65
8.820,0.63
8.830,0.61
8.840,0.59
8.850,0.58
8.860,0.56
8.870,0.54
8.880,0.52
8.890,0.51
8.900,0.49
8.910,0.47
8.920,0.46
8.930,0.44
8.940,0.43
8.950,0.42
8.960,0.40
8.970,0.39
8.980,0.38
8.990,0.37
9.000,0.36
9.010,0.35
9.020,0.34
9.030,0.33
9.040,0.32
9.050,0.31
9.060,0.30
9.070,0.29
9.080,0.29
9.090,0.28
9.100,0.28
9.110,0.27
9.120,0.27
9.130,0.26
9.140,0.26
9.150,0.26
9.160,0.25
9.170,0.25
9.180,0.25
9.190,0.25
9.200,0.25
9.210,0.25
9.220,0.25
9.230,0.25
9.240,0.25
9.250,0.25
9.260,0.25
9.270,0.25
9.280,0.25
9.290,0.25
9.300,0.25
9.310,0.26
9.320,0.26
9.330,0.26
9.340,0.27
9.350,0.27
9.360,0.28
9.370,0.28
9.380,0.29
9.390,0.30
9.400,0.30
9.410,0.31
9.420,0.32
9.430,0.33
9.440,0.34
9.450,0.35
9.460,0.36
9.470,0.37
9.480,0.38
9.490,0.39
9.500,0.41
9.510,0.42
9.520,0.43
9.530,0.45
9.540,0.46
9.550,0.48
9.560,0.49
9.570,0.51
9.580,0.52
9.590,0.54
9.600,0.56
9.610,0.57
9.620,0.59
9.630,0.60
9.640,0.62
9.650,0.63
9.660,0.65
9.670,0.66
9.680,0.68
9.690,0.69
9.700,0.71
9.710,0.72
9.720,0.74
9.730,0.75
9.740,0.77
9.750,0.78
9.760,0.80
9.770,0.81
9.780,0.83
9.790,0.84
9.800,0.86
9.810,0.87
9.820,0.88
9.830,0.88
9.840,0.89
9.850,0.89
9.860,0.90
9.870,0.90
9.880,0.90
9.890,0.90
9.900,0.90
9.910,0.90
9.920,0.90
9.930,0.89
9.940,0.89
9.950,0.88
9.960,0.87
9.970,0.85
9.980,0.83
9.990,0.81
10.000,0.79
10.010,0.77
10.020,0.75
10.030,0.73
10.040,0.71
10.050,0.69
10.060,0.67
10.070,0.65
10.080,0.63
10.090,0.61
10.100,0.59
10.110,0.57
10.120,0.56
10.130,0.54
10.140,0.52
10.150,0.51
10.160,0.49
10.170,0.48
10.180,0.46
10.190,0.45
10.200,0.44
10.210,0.42
10.220,0.41
10.230,0.40
10.240,0.39
10.250,0.38
10.260,0.37
10.270,0.36
10.280,0.35
10.290,0.34
10.300,0.34
10.310,0.33
10.320,0.32
10.330,0.31
10.340,0.31
10.350,0.30
10.360,0.29
10.370,0.29
10.380,0.29
10.390,0.28
10.400,0.28
10.410,0.28
10.420,0.27
10.430,0.27
10.440,0.27
10.450,0.27
10.460,0.27
10.470,0.27
10.480,0.27
10.490,0.27
10.500,0.27
10.510,0.27
10.520,0.27
10.530,0.28
10.540,0.28
10.550,0.28
10.560,0.29
10.570,0.29
10.580,0.30
10.590,0.30
10.600,0.31
10.610,0.31
10.620,0.32
10.630,0.33
10.640,0.34
10.650,0.34
10.660,0.35
10.670,0.36
10.680,0.37
10.690,0.38
10.700,0.39
10.710,0.40
10.720,0.41
10.730,0.42
10.740,0.44
10.750,0.45
10.760,0.46
10.770,0.48
10.780,0.49
10.790,0.51
10.800,0.52
10.810,0.54
10.820,0.55
10.830,0.57
10.840,0.59
10.850,0.60
10.860,0.62
10.870,0.64
10.880,0.66
10.890,0.67
10.900,0.69
10.910,0.70
10.920,0.72
10.930,0.74
10.940,0.75
10.950,0.76
10.960,0.78
10.970,0.79
10.980,0.81
10.990,0.82
11.000,0.83
11.010,0.84
11.020,0.86
11.030,0.87
11.040,0.88
11.050,0.89
11.060,0.90
11.070,0.90
11.080,0.91
11.090,0.92
11.100,0.92
11.110,0.92
11.120,0.92
11.130,0.92
11.140,0.91
11.150,0.91
11.160,0.90
11.170,0.88
11.180,0.87
11.190,0.85
11.200,0.83
11.210,0.81
11.220,0.78
11.230,0.76
11.240,0.74
11.250,0.71
11.260,0.69
11.270,0.67
11.280,0.64
11.290,0.62
11.300,0.60
11.310,0.58
11.320,0.56
11.330,0.54
11.340,0.52
11.350,0.50
11.360,0.48
11.370,0.47
11.380,0.45
11.390,0.43
11.400,0.42
11.410,0.40
11.420,0.39
11.430,0.37
11.440,0.36
11.450,0.34
11.460,0.33
11.470,0.32
11.480,0.31
11.490,0.30
11.500,0.29
11.510,0.27
11.520,0.26
11.530,0.26
11.540,0.25
11.550,0.25
11.560,0.24
11.570,0.36
11.580,0.36
11.590,0.35
11.600,0.21
11.610,0.20
11.620,0.20
11.630,0.19
11.640,0.19
11.650,0.19
11.660,0.18
11.670,0.30
11.680,0.29
11.690,0.29
11.700,0.29
11.710,0.30
11.720,0.18
11.730,0.18
11.740,0.18
11.750,0.17
11.760,0.29
11.770,0.29
11.780,0.30
11.790,0.30
11.800,0.19
11.810,0.19
11.820,0.19
11.830,0.19
11.840,0.19
11.850,0.20
11.860,0.20
11.870,0.21
11.880,0.34
11.890,0.36
11.900,0.37
11.910,0.25
11.920,0.25
11.930,0.25
11.940,0.26
11.950,0.26
11.960,0.28
11.970,0.29
11.980,0.30
11.990,0.31
12.000,0.32
12.010,0.33
12.020,0.35
12.030,0.36
12.040,0.37
12.050,0.39
12.060,0.40
12.070,0.41
12.080,0.43
12.090,0.45
12.100,0.46
12.110,0.48
12.120,0.50
12.130,0.52
12.140,0.54
12.150,0.56
12.160,0.58
12.170,0.60
12.180,0.62
12.190,0.64
12.200,0.66
12.210,0.68
12.220,0.71
12.230,0.73
12.240,0.75
12.250,0.76
12.260,0.78
12.270,0.79
12.280,0.81
12.290,0.82
12.300,0.83
12.310,0.84
12.320,0.85
12.330,0.87
12.340,0.87
12.350,0.88
12.360,0.89
12.370,0.90
12.380,0.91
12.390,0.91
12.400,0.92
12.410,0.93
12.420,0.93
12.430,0.93
12.440,0.93
12.450,0.93
12.460,0.93
12.470,0.92
12.480,0.91
12.490,0.90
12.500,0.88
12.510,0.87
12.520,0.85
12.530,0.82
12.540,0.80
12.550,0.78
12.560,0.75
12.570,0.73
12.580,0.70
12.590,0.68
12.600,0.66
12.610,0.64
12.620,0.61
12.630,0.59
12.640,0.57
12.650,0.55
12.660,0.53
12.670,0.51
12.680,0.50
12.690,0.48
12.700,0.46
12.710,0.44
12.720,0.43
12.730,0.41
12.740,0.40
12.750,0.38
12.760,0.37
12.770,0.36
12.780,0.34
12.790,0.33
12.800,0.32
12.810,0.30
12.820,0.29
12.830,0.28
12.840,0.27
12.850,0.26
12.860,0.26
12.870,0.25
12.880,0.25
12.890,0.24
12.900,0.36
12.910,0.35
12.920,0.35
12.930,0.21
12.940,0.21
12.950,0.20
12.960,0.19
12.970,0.19
12.980,0.19
12.990,0.19
13.000,0.19
13.010,0.18
13.020,0.30
13.030,0.29
13.040,0.30
13.050,0.30
13.060,0.30
13.070,0.30
13.080,0.30
13.090,0.29
13.100,0.31
13.110,0.19
13.120,0.19
13.130,0.19
13.140,0.19
13.150,0.19
13.160,0.20
13.170,0.20
13.180,0.21
13.190,0.22
13.200,0.35
13.210,0.36
13.220,0.37
13.230,0.25
13.240,0.25
13.250,0.25
13.260,0.26
13.270,0.27
13.280,0.28
13.290,0.29
13.300,0.30
13.310,0.31
13.320,0.32
13.330,0.33
13.340,0.35
13.350,0.36
13.360,0.37
13.370,0.39
13.380,0.40
13.390,0.41
13.400,0.43
13.410,0.45
13.420,0.46
13.430,0.48
13.440,0.50
13.450,0.52
13.460,0.54
13.470,0.55
13.480,0.57
13.490,0.59
13.500,0.62
13.510,0.64
13.520,0.66
13.530,0.68
13.540,0.70
13.550,0.73
13.560,0.75
13.570,0.77
13.580,0.79
13.590,0.81
13.600,0.82
13.610,0.84
13.620,0.85
13.630,0.87
13.640,0.88
13.650,0.89
13.660,0.91
13.670,0.92
13.680,0.93
13.690,0.94
13.700,0.95
13.710,0.95
13.720,0.96
13.730,0.96
13.740,0.96
13.750,0.97
13.760,0.97
13.770,0.95
13.780,0.93
13.790,0.92
13.800,0.90
13.810,0.89
13.820,0.86
13.830,0.84
13.840,0.82
13.850,0.80
13.860,0.77
13.870,0.75
13.880,0.73
13.890,0.71
13.900,0.69
13.910,0.66
13.920,0.64
13.930,0.62
13.940,0.60
13.950,0.59
13.960,0.57
13.970,0.55
13.980,0.53
13.990,0.51
14.000,0.50
14.010,0.48
14.020,0.47
14.030,0.45
14.040,0.44
14.050,0.42
14.060,0.41
14.070,0.40
14.080,0.39
14.090,0.37
14.100,0.36
14.110,0.35
14.120,0.34
14.130,0.33
14.140,0.32
14.150,0.31
14.160,0.30
14.170,0.30
14.180,0.29
14.190,0.28
14.200,0.27
14.210,0.27
14.220,0.26
14.230,0.26
14.240,0.25
14.250,0.25
14.260,0.25
14.270,0.25
14.280,0.25
14.290,0.25
14.300,0.25
14.310,0.25
14.320,0.25
14.330,0.25
14.340,0.25
14.350,0.25
14.360,0.25
14.370,0.25
14.380,0.25
14.390,0.25
14.400,0.25
14.410,0.25
14.420,0.25
14.430,0.25
14.440,0.25
14.450,0.26
14.460,0.26
14.470,0.27
14.480,0.27
14.490,0.28
14.500,0.29
14.510,0.29
14.520,0.30
14.530,0.31
14.540,0.32
14.550,0.33
14.560,0.34
14.570,0.35
14.580,0.36
14.590,0.37
14.600,0.39
14.610,0.40
14.620,0.41
14.630,0.42
14.640,0.44
14.650,0.45
14.660,0.47
14.670,0.48
14.680,0.50
14.690,0.51
14.700,0.53
14.710,0.55
14.720,0.56
14.730,0.58
14.740,0.60
14.750,0.62
14.760,0.64
14.770,0.66
14.780,0.68
14.790,0.70
14.800,0.72
14.810,0.73
14.820,0.75
14.830,0.77
14.840,0.79
14.850,0.81
14.860,0.83
14.870,0.84
14.880,0.85
14.890,0.87
14.900,0.88
14.910,0.89
14.920,0.90
14.930,0.91
14.940,0.92
14.950,0.93
14.960,0.93
14.970,0.94
14.980,0.95
14.990,0.96
15.000,1.00
15.010,0.97
15.020,0.97
15.030,0.97
15.040,0.97
15.050,0.96
15.060,0.95
15.070,1.00
15.080,0.94
15.090,0.91
15.100,0.89
15.110,0.87
15.120,0.85
15.130,0.82
15.140,0.80
15.150,0.77
15.160,0.74
15.170,0.72
15.180,0.69
15.190,0.67
15.200,0.64
15.210,0.62
15.220,0.60
15.230,0.58
15.240,0.55
15.250,0.53
15.260,0.51
15.270,0.49
15.280,0.47
15.290,0.45
15.300,0.43
15.310,0.41
15.320,0.39
15.330,0.38
15.340,0.36
15.350,0.35
15.360,0.33
15.370,0.31
15.380,0.30
15.390,0.29
15.400,0.27
15.410,0.26
15.420,0.25
15.430,0.24
15.440,0.36
15.450,0.36
15.460,0.21
15.470,0.20
15.480,0.19
15.490,0.18
15.500,0.30
15.510,0.16
15.520,0.15
15.530,0.14
15.540,0.13
15.550,0.13
15.560,0.25
15.570,0.24
15.580,0.25
15.590,0.25
15.600,0.26
15.610,0.24
15.620,0.23
15.630,0.23
15.640,0.23
15.650,0.24
15.660,0.22
15.670,0.22
15.680,0.20
15.690,0.92
15.700,0.24
15.710,0.22
15.720,0.22
15.730,0.24
15.740,0.23
15.750,0.23
15.760,0.24
15.770,0.25
15.780,0.25
15.790,0.24
15.800,0.24
15.810,0.25
15.820,0.25
15.830,0.14
15.840,0.13
15.850,0.13
15.860,0.14
15.870,0.15
15.880,0.29
15.890,0.19
15.900,0.19
15.910,0.19
15.920,0.20
15.930,0.22
15.940,0.37
15.950,0.25
15.960,0.25
15.970,0.25
15.980,0.26
15.990,0.28
16.000,0.29
16.010,0.31
16.020,0.32
16.030,0.34
16.040,0.35
16.050,0.37
16.060,0.38
16.070,0.40
16.080,0.42
16.090,0.44
16.100,0.45
16.110,0.47
16.120,0.49
16.130,0.51
16.140,0.54
16.150,0.56
16.160,0.58
16.170,0.60
16.180,0.62
16.190,0.65
16.200,0.67
16.210,0.70
16.220,0.72
16.230,0.75
16.240,0.77
16.250,0.80
16.260,0.82
16.270,0.84
16.280,0.86
16.290,0.87
16.300,0.88
16.310,0.90
16.320,0.91
16.330,0.92
16.340,0.93
16.350,0.94
16.360,0.95
16.370,0.95
16.380,0.96
16.390,0.96
16.400,0.96
16.410,0.96
16.420,0.96
16.430,0.95
16.440,0.94
16.450,0.93
16.460,0.92
16.470,0.91
16.480,0.89
16.490,0.87
16.500,0.85
16.510,0.83
16.520,0.81
16.530,0.78
16.540,0.76
16.550,0.74
16.560,0.72
16.570,0.70
16.580,0.68
16.590,0.66
16.600,0.64
16.610,0.62
16.620,0.60
16.630,0.58
16.640,0.57
16.650,0.55
16.660,0.53
16.670,0.52
16.680,0.50
16.690,0.49
16.700,0.47
16.710,0.46
16.720,0.45
16.730,0.43
16.740,0.42
16.750,0.41
16.760,0.40
16.770,0.39
16.780,0.38
16.790,0.37
16.800,0.36
16.810,0.35
16.820,0.35
16.830,0.34
16.840,0.33
16.850,0.32
16.860,0.32
16.870,0.31
16.880,0.31
16.890,0.30
16.900,0.30
16.910,0.29
16.920,0.29
16.930,0.29
16.940,0.28
16.950,0.28
16.960,0.28
16.970,0.28
16.980,0.28
16.990,0.28
17.000,0.28
17.010,0.28
17.020,0.28
17.030,0.28
17.040,0.28
17.050,0.29
17.060,0.29
17.070,0.29
17.080,0.30
17.090,0.30
17.100,0.31
17.110,0.31
17.120,0.32
17.130,0.32
17.140,0.33
17.150,0.34
17.160,0.35
17.170,0.35
17.180,0.36
17.190,0.37
17.200,0.38
17.210,0.39
17.220,0.40
17.230,0.41
17.240,0.42
17.250,0.43
17.260,0.45
17.270,0.46
17.280,0.47
17.290,0.49
17.300,0.50
17.310,0.52
17.320,0.53
17.330,0.55
17.340,0.56
17.350,0.58
17.360,0.60
17.370,0.62
17.380,0.63
17.390,0.65
17.400,0.67
17.410,0.69
17.420,0.71
17.430,0.73
