"Time (s) Run #2","Position (m) Run #2"
1.320,0.40
1.330,0.40
1.340,0.39
1.350,0.38
1.360,0.38
1.370,0.37
1.380,0.36
1.390,0.36
1.400,0.35
1.410,0.34
1.420,0.34
1.430,0.33
1.440,0.32
1.450,0.32
1.460,0.31
1.470,0.31
1.480,0.30
1.490,0.29
1.500,0.29
1.510,0.28
1.520,0.28
1.530,0.27
1.540,0.27
1.550,0.26
1.560,0.26
1.570,0.25
1.580,0.25
1.590,0.24
1.600,0.24
1.610,0.23
1.620,0.23
1.630,0.22
1.640,0.22
1.650,0.22
1.660,0.21
1.670,0.21
1.680,0.20
1.690,0.20
1.700,0.20
1.710,0.19
1.720,0.19
1.730,0.18
1.740,0.18
1.750,0.18
1.760,0.17
1.770,0.17
1.780,0.17
1.790,0.17
1.800,0.16
1.810,0.16
1.820,0.16
1.830,0.15
1.840,0.15
1.850,0.15
1.860,0.15
1.870,0.15
1.880,0.14
1.890,0.14
1.900,0.14
1.910,0.14
1.920,0.13
1.930,0.13
1.940,0.13
1.950,0.13
1.960,0.13
1.970,0.13
1.980,0.13
1.990,0.13
2.000,0.13
2.010,0.13
2.020,0.13
2.030,0.13
2.040,0.13
2.050,0.13
2.060,0.13
2.070,0.13
2.080,0.13
2.090,0.13
2.100,0.13
2.110,0.13
2.120,0.13
2.130,0.13
2.140,0.13
2.150,0.13
2.160,0.13
2.170,0.13
2.180,0.13
2.190,0.13
2.200,0.13
2.210,0.13
2.220,0.13
2.230,0.13
2.240,0.13
2.250,0.13
2.260,0.13
2.270,0.13
2.280,0.13
2.290,0.13
2.300,0.13
2.310,0.13
2.320,0.13
2.330,0.13
2.340,0.13
2.350,0.13
2.360,0.13
2.370,0.13
2.380,0.13
2.390,0.13
2.400,0.13
2.410,0.13
2.420,0.14
2.430,0.14
2.440,0.14
2.450,0.14
2.460,0.14
2.470,0.15
2.480,0.15
2.490,0.15
2.500,0.15
2.510,0.15
2.520,0.16
2.530,0.16
2.540,0.16
2.550,0.17
2.560,0.17
2.570,0.17
2.580,0.17
2.590,0.18
2.600,0.18
2.610,0.18
2.620,0.19
2.630,0.19
2.640,0.20
2.650,0.20
2.660,0.20
2.670,0.21
2.680,0.21
2.690,0.21
2.700,0.22
2.710,0.22
2.720,0.23
2.730,0.23
2.740,0.23
2.750,0.24
2.760,0.24
2.770,0.25
2.780,0.25
2.790,0.26
2.800,0.26
2.810,0.27
2.820,0.27
2.830,0.28
2.840,0.28
2.850,0.29
2.860,0.29
2.870,0.30
2.880,0.30
2.890,0.31
2.900,0.32
2.910,0.32
2.920,0.33
2.930,0.33
2.940,0.34
2.950,0.35
2.960,0.35
2.970,0.36
2.980,0.36
2.990,0.37
3.000,0.38
3.010,0.38
3.020,0.39
3.030,0.40
3.040,0.40
3.050,0.41
3.060,0.42
3.070,0.42
3.080,0.43
3.090,0.44
3.100,0.45
3.110,0.45
3.120,0.46
3.130,0.47
3.140,0.48
3.150,0.48
3.160,0.49
3.170,0.50
3.180,0.51
3.190,0.51
3.200,0.52
3.210,0.53
3.220,0.54
3.230,0.55
3.240,0.56
3.250,0.56
3.260,0.57
3.270,0.58
3.280,0.59
3.290,0.60
3.300,0.61
3.310,0.62
3.320,0.63
3.330,0.63
3.340,0.64
3.350,0.65
3.360,0.66
3.370,0.67
3.380,0.68
3.390,0.69
3.400,0.70
3.410,0.71
3.420,0.72
3.430,0.73
3.440,0.74
3.450,0.75
3.460,0.76
3.470,0.77
3.480,0.78
3.490,0.79
3.500,0.80
3.510,0.81
3.520,0.82
3.530,0.83
3.540,0.84
3.550,0.85
3.560,0.86
3.570,0.88
3.580,0.89
3.590,0.90
3.600,0.91
3.610,0.92
3.620,0.93
3.630,0.93
3.640,0.94
3.650,0.95
3.660,0.96
3.670,0.96
3.680,0.97
3.690,0.97
3.700,0.97
3.710,0.97
3.720,0.96
3.730,1.01
3.740,0.99
3.750,0.97
3.760,0.96
3.770,0.96
3.780,0.95
3.790,0.95
3.800,0.95
3.810,0.95
3.820,0.94
3.830,0.94
3.840,0.94
3.850,0.93
3.860,0.93
3.870,0.93
3.880,0.93
3.890,0.92
3.900,0.92
3.910,0.92
3.920,0.91
3.930,0.91
3.940,0.90
3.950,0.90
3.960,0.89
3.970,0.88
3.980,0.87
3.990,0.86
4.000,0.85
4.010,0.84
4.020,0.82
4.030,0.82
4.040,0.80
4.050,0.79
4.060,0.78
4.070,0.77
4.080,0.76
4.090,0.75
4.100,0.74
4.110,0.73
4.120,0.72
4.130,0.71
4.140,0.70
4.150,0.69
4.160,0.68
4.170,0.67
4.180,0.66
4.190,0.65
4.200,0.64
4.210,0.63
4.220,0.63
4.230,0.62
4.240,0.61
4.250,0.60
4.260,0.59
4.270,0.58
4.280,0.57
4.290,0.56
4.300,0.56
4.310,0.55
4.320,0.54
4.330,0.53
4.340,0.52
4.350,0.51
4.360,0.51
4.370,0.50
4.380,0.49
4.390,0.48
4.400,0.48
4.410,0.47
4.420,0.46
4.430,0.45
4.440,0.45
4.450,0.44
4.460,0.43
4.470,0.42
4.480,0.42
4.490,0.41
4.500,0.40
4.510,0.40
4.520,0.39
4.530,0.38
4.540,0.38
4.550,0.37
4.560,0.37
4.570,0.36
4.580,0.35
4.590,0.35
4.600,0.34
4.610,0.34
4.620,0.33
4.630,0.32
4.640,0.32
4.650,0.31
4.660,0.31
4.670,0.30
4.680,0.30
4.690,0.29
4.700,0.29
4.710,0.28
4.720,0.28
4.730,0.27
4.740,0.27
4.750,0.26
4.760,0.26
4.770,0.25
4.780,0.25
4.790,0.25
4.800,0.24
4.810,0.24
4.820,0.23
4.830,0.23
4.840,0.23
4.850,0.22
4.860,0.22
4.870,0.22
4.880,0.21
4.890,0.21
4.900,0.21
4.910,0.20
4.920,0.20
4.930,0.20
4.940,0.19
4.950,0.19
4.960,0.19
4.970,0.18
4.980,0.18
4.990,0.18
5.000,0.18
5.010,0.17
5.020,0.17
5.030,0.17
5.040,0.17
5.050,0.17
5.060,0.16
5.070,0.16
5.080,0.16
5.090,0.16
5.100,0.16
5.110,0.16
5.120,0.15
5.130,0.15
5.140,0.15
5.150,0.15
5.160,0.15
5.170,0.15
5.180,0.15
5.190,0.15
5.200,0.15
5.210,0.15
5.220,0.15
5.230,0.15
5.240,0.15
5.250,0.15
5.260,0.14
5.270,0.14
5.280,0.14
5.290,0.14
5.300,0.14
5.310,0.14
5.320,0.14
5.330,0.15
5.340,0.15
5.350,0.15
5.360,0.15
5.370,0.15
5.380,0.15
5.390,0.15
5.400,0.15
5.410,0.15
5.420,0.15
5.430,0.15
5.440,0.15
5.450,0.15
5.460,0.15
5.470,0.16
5.480,0.16
5.490,0.16
5.500,0.16
5.510,0.16
5.520,0.16
5.530,0.16
5.540,0.17
5.550,0.17
5.560,0.17
5.570,0.17
5.580,0.17
5.590,0.18
5.600,0.18
5.610,0.18
5.620,0.18
5.630,0.19
5.640,0.19
5.650,0.19
5.660,0.20
5.670,0.20
5.680,0.20
5.690,0.20
5.700,0.21
5.710,0.21
5.720,0.21
5.730,0.22
5.740,0.22
5.750,0.22
5.760,0.23
5.770,0.23
5.780,0.23
5.790,0.24
5.800,0.24
5.810,0.25
5.820,0.25
5.830,0.25
5.840,0.26
5.850,0.26
5.860,0.27
5.870,0.27
5.880,0.28
5.890,0.28
5.900,0.29
5.910,0.29
5.920,0.30
5.930,0.30
5.940,0.31
5.950,0.31
5.960,0.32
5.970,0.32
5.980,0.33
5.990,0.33
6.000,0.34
6.010,0.34
6.020,0.35
6.030,0.36
6.040,0.36
6.050,0.37
6.060,0.37
6.070,0.38
6.080,0.39
6.090,0.39
6.100,0.40
6.110,0.41
6.120,0.41
6.130,0.42
6.140,0.42
6.150,0.43
6.160,0.44
6.170,0.45
6.180,0.45
6.190,0.46
6.200,0.47
6.210,0.47
6.220,0.48
6.230,0.49
6.240,0.50
6.250,0.50
6.260,0.51
6.270,0.52
6.280,0.53
6.290,0.53
6.300,0.54
6.310,0.55
6.320,0.56
6.330,0.57
6.340,0.57
6.350,0.58
6.360,0.59
6.370,0.60
6.380,0.61
6.390,0.62
6.400,0.62
6.410,0.63
6.420,0.64
6.430,0.65
6.440,0.66
6.450,0.67
6.460,0.68
6.470,0.69
6.480,0.70
6.490,0.70
6.500,0.71
6.510,0.72
6.520,0.73
6.530,0.74
6.540,0.75
6.550,0.76
6.560,0.77
6.570,0.78
6.580,0.79
6.590,0.80
6.600,0.81
6.610,0.82
6.620,0.83
6.630,0.84
6.640,0.85
6.650,0.85
6.660,0.86
6.670,0.87
6.680,0.87
6.690,0.88
6.700,0.88
6.710,0.89
6.720,0.89
6.730,0.90
6.740,0.90
6.750,0.90
6.760,0.91
6.770,0.91
6.780,0.91
6.790,0.91
6.800,0.92
6.810,0.92
6.820,0.92
6.830,0.92
6.840,0.92
6.850,0.92
6.860,0.93
6.870,0.93
6.880,0.93
6.890,0.92
6.900,0.91
6.910,0.91
6.920,0.90
6.930,0.90
6.940,0.89
6.950,0.89
6.960,0.88
6.970,0.87
6.980,0.86
6.990,0.85
7.000,0.84
7.010,0.83
7.020,0.82
7.030,0.81
7.040,0.81
7.050,0.80
7.060,0.79
7.070,0.78
7.080,0.77
7.090,0.76
7.100,0.75
7.110,0.74
7.120,0.73
7.130,0.72
7.140,0.72
7.150,0.71
7.160,0.70
7.170,0.69
7.180,0.68
7.190,0.68
7.200,0.67
7.210,0.66
7.220,0.65
7.230,0.64
7.240,0.64
7.250,0.63
7.260,0.62
7.270,0.61
7.280,0.61
7.290,0.60
7.300,0.59
7.310,0.59
7.320,0.58
7.330,0.57
7.340,0.57
7.350,0.56
7.360,0.55
7.370,0.55
7.380,0.54
7.390,0.53
7.400,0.53
7.410,0.52
7.420,0.52
7.430,0.51
7.440,0.50
7.450,0.50
7.460,0.49
7.470,0.49
7.480,0.48
7.490,0.48
7.500,0.47
7.510,0.47
7.520,0.46
7.530,0.46
7.540,0.45
7.550,0.45
7.560,0.44
7.570,0.44
7.580,0.43
7.590,0.43
7.600,0.42
7.610,0.42
7.620,0.41
7.630,0.41
7.640,0.41
7.650,0.40
7.660,0.40
7.670,0.39
7.680,0.39
7.690,0.39
7.700,0.38
7.710,0.38
7.720,0.38
7.730,0.37
7.740,0.37
7.750,0.37
7.760,0.36
7.770,0.36
7.780,0.36
7.790,0.36
7.800,0.35
7.810,0.35
7.820,0.35
7.830,0.34
7.840,0.34
7.850,0.34
7.860,0.34
7.870,0.34
7.880,0.33
7.890,0.33
7.900,0.33
7.910,0.33
7.920,0.33
7.930,0.32
7.940,0.32
7.950,0.32
7.960,0.32
7.970,0.32
7.980,0.32
7.990,0.32
8.000,0.31
8.010,0.31
8.020,0.31
8.030,0.31
8.040,0.31
8.050,0.31
8.060,0.31
8.070,0.31
8.080,0.31
8.090,0.31
8.100,0.31
8.110,0.31
8.120,0.31
8.130,0.31
8.140,0.31
8.150,0.31
8.160,0.31
8.170,0.31
8.180,0.31
8.190,0.31
8.200,0.31
8.210,0.31
8.220,0.31
8.230,0.31
8.240,0.31
8.250,0.31
8.260,0.32
8.270,0.32
8.280,0.32
8.290,0.32
8.300,0.32
8.310,0.32
8.320,0.32
8.330,0.32
8.340,0.33
8.350,0.33
8.360,0.33
8.370,0.33
8.380,0.33
8.390,0.34
8.400,0.34
8.410,0.34
8.420,0.34
8.430,0.34
8.440,0.35
8.450,0.35
8.460,0.35
8.470,0.36
8.480,0.36
8.490,0.36
8.500,0.36
8.510,0.37
8.520,0.37
8.530,0.37
8.540,0.38
8.550,0.38
8.560,0.38
8.570,0.39
8.580,0.39
8.590,0.39
8.600,0.40
8.610,0.40
8.620,0.40
8.630,0.41
8.640,0.41
8.650,0.42
8.660,0.42
8.670,0.42
8.680,0.43
8.690,0.43
8.700,0.44
8.710,0.44
8.720,0.45
8.730,0.45
8.740,0.46
8.750,0.46
8.760,0.47
8.770,0.47
8.780,0.48
8.790,0.48
8.800,0.49
8.810,0.49
8.820,0.50
8.830,0.50
8.840,0.51
8.850,0.51
8.860,0.52
8.870,0.53
8.880,0.53
8.890,0.54
8.900,0.54
8.910,0.55
8.920,0.56
8.930,0.56
8.940,0.57
8.950,0.57
8.960,0.58
8.970,0.59
8.980,0.59
8.990,0.60
9.000,0.61
9.010,0.61
9.020,0.62
9.030,0.63
9.040,0.64
9.050,0.64
9.060,0.65
9.070,0.66
9.080,0.66
9.090,0.67
9.100,0.68
9.110,0.69
9.120,0.69
9.130,0.70
9.140,0.71
9.150,0.72
9.160,0.73
9.170,0.73
9.180,0.74
9.190,0.75
9.200,0.76
9.210,0.77
9.220,0.78
9.230,0.78
9.240,0.79
9.250,0.80
9.260,0.81
9.270,0.82
9.280,0.83
9.290,0.84
9.300,0.85
9.310,0.86
9.320,0.87
9.330,0.87
9.340,0.88
9.350,0.89
9.360,0.90
9.370,0.90
9.380,0.91
9.390,0.91
9.400,0.92
9.410,0.93
9.420,0.93
9.430,0.93
9.440,0.94
9.450,0.94
9.460,0.94
9.470,0.94
9.480,0.95
9.490,0.95
9.500,0.95
9.510,0.95
9.520,0.94
9.530,0.94
9.540,0.94
9.550,0.94
9.560,0.93
9.570,0.93
9.580,0.92
9.590,0.91
9.600,0.91
9.610,0.90
9.620,0.89
9.630,0.88
9.640,0.87
9.650,0.86
9.660,0.85
9.670,0.84
9.680,0.83
9.690,0.82
9.700,0.81
9.710,0.80
9.720,0.79
9.730,0.78
9.740,0.77
9.750,0.76
9.760,0.75
9.770,0.74
9.780,0.73
9.790,0.72
9.800,0.71
9.810,0.70
9.820,0.69
9.830,0.69
9.840,0.72
9.850,0.68
9.860,0.66
9.870,0.65
9.880,0.65
9.890,0.63
9.900,0.62
9.910,0.62
9.920,0.61
9.930,0.60
9.940,0.59
9.950,0.59
9.960,0.58
9.970,0.57
9.980,0.56
9.990,0.56
10.000,0.55
10.010,0.54
10.020,0.53
10.030,0.53
10.040,0.52
10.050,0.51
10.060,0.51
10.070,0.50
10.080,0.50
10.090,0.49
10.100,0.48
10.110,0.48
10.120,0.47
10.130,0.47
10.140,0.46
10.150,0.46
10.160,0.45
10.170,0.45
10.180,0.44
10.190,0.44
10.200,0.43
10.210,0.43
10.220,0.42
10.230,0.42
10.240,0.41
10.250,0.41
10.260,0.41
10.270,0.40
10.280,0.40
10.290,0.40
10.300,0.39
10.310,0.39
10.320,0.39
10.330,0.39
10.340,0.38
10.350,0.38
10.360,0.38
10.370,0.38
10.380,0.37
10.390,0.37
10.400,0.37
10.410,0.37
10.420,0.37
10.430,0.36
10.440,0.36
10.450,0.36
10.460,0.37
10.470,0.36
10.480,0.36
10.490,0.36
10.500,0.35
10.510,0.35
10.520,0.35
10.530,0.35
10.540,0.35
10.550,0.35
10.560,0.35
10.570,0.35
10.580,0.35
10.590,0.35
10.600,0.35
10.610,0.35
10.620,0.35
10.630,0.35
10.640,0.35
10.650,0.35
10.660,0.35
10.670,0.39
10.680,0.39
10.690,0.39
10.700,0.39
10.710,0.39
10.720,0.38
10.730,0.37
10.740,0.37
10.750,0.37
10.760,0.36
10.770,0.36
10.780,0.36
10.790,0.36
10.800,0.36
10.810,0.36
10.820,0.36
10.830,0.36
10.840,0.37
10.850,0.37
10.860,0.37
10.870,0.37
10.880,0.37
10.890,0.37
10.900,0.38
10.910,0.38
10.920,0.38
10.930,0.38
10.940,0.38
10.950,0.38
10.960,0.39
10.970,0.39
10.980,0.39
10.990,0.39
11.000,0.40
11.010,0.40
11.020,0.40
11.030,0.40
11.040,0.40
11.050,0.41
11.060,0.41
11.070,0.41
11.080,0.42
11.090,0.42
11.100,0.42
11.110,0.43
11.120,0.43
11.130,0.43
11.140,0.44
11.150,0.44
11.160,0.45
11.170,0.45
11.180,0.45
11.190,0.46
11.200,0.46
11.210,0.47
11.220,0.47
11.230,0.47
11.240,0.48
11.250,0.48
11.260,0.49
11.270,0.49
11.280,0.50
11.290,0.50
11.300,0.51
11.310,0.51
11.320,0.52
11.330,0.52
11.340,0.53
11.350,0.53
11.360,0.54
11.370,0.54
11.380,0.55
11.390,0.55
11.400,0.56
11.410,0.56
11.420,0.57
11.430,0.57
11.440,0.58
11.450,0.59
11.460,0.59
11.470,0.60
11.480,0.60
11.490,0.61
11.500,0.62
11.510,0.62
11.520,0.63
11.530,0.64
11.540,0.64
11.550,0.65
11.560,0.66
11.570,0.66
11.580,0.67
11.590,0.68
11.600,0.69
11.610,0.69
11.620,0.70
11.630,0.71
11.640,0.71
11.650,0.72
11.660,0.73
11.670,0.74
11.680,0.75
11.690,0.75
11.700,0.76
11.710,0.77
11.720,0.78
11.730,0.78
11.740,0.79
11.750,0.80
11.760,0.81
11.770,0.82
11.780,0.82
11.790,0.83
11.800,0.84
11.810,0.84
11.820,0.85
11.830,0.85
11.840,0.85
11.850,0.86
11.860,0.86
11.870,0.87
11.880,0.87
11.890,0.87
11.900,0.88
11.910,0.88
11.920,0.89
11.930,0.89
11.940,0.89
11.950,0.90
11.960,0.90
11.970,0.90
11.980,0.90
11.990,0.91
12.000,0.91
12.010,0.91
12.020,0.91
12.030,0.91
12.040,0.91
12.050,0.91
12.060,0.91
12.070,0.91
12.080,0.91
12.090,0.90
12.100,0.90
12.110,0.90
12.120,0.90
12.130,0.89
12.140,0.89
12.150,0.88
12.160,0.88
12.170,0.87
12.180,0.86
12.190,0.86
12.200,0.85
12.210,0.84
12.220,0.83
12.230,0.82
12.240,0.81
12.250,0.79
12.260,0.78
12.270,0.77
12.280,0.76
12.290,0.75
12.300,0.74
12.310,0.73
12.320,0.72
12.330,0.71
12.340,0.70
12.350,0.69
12.360,0.68
12.370,0.67
12.380,0.66
12.390,0.65
12.400,0.64
12.410,0.63
12.420,0.62
12.430,0.61
12.440,0.60
12.450,0.59
12.460,0.58
12.470,0.57
12.480,0.57
12.490,0.56
12.500,0.55
12.510,0.54
12.520,0.53
12.530,0.52
12.540,0.51
12.550,0.51
12.560,0.50
12.570,0.49
12.580,0.48
12.590,0.47
12.600,0.47
12.610,0.46
12.620,0.45
12.630,0.44
12.640,0.43
12.650,0.43
12.660,0.42
12.670,0.41
12.680,0.41
12.690,0.40
12.700,0.39
12.710,0.38
12.720,0.38
12.730,0.37
12.740,0.36
12.750,0.36
12.760,0.35
12.770,0.34
12.780,0.34
12.790,0.33
12.800,0.33
12.810,0.32
12.820,0.31
12.830,0.31
12.840,0.30
12.850,0.30
12.860,0.29
12.870,0.28
12.880,0.28
12.890,0.27
12.900,0.27
12.910,0.26
12.920,0.26
12.930,0.25
12.940,0.25
12.950,0.24
12.960,0.24
12.970,0.23
12.980,0.23
12.990,0.22
13.000,0.22
13.010,0.22
13.020,0.21
13.030,0.21
13.040,0.20
13.050,0.20
13.060,0.20
13.070,0.19
13.080,0.19
13.090,0.19
13.100,0.18
13.110,0.18
13.120,0.18
13.130,0.17
13.140,0.17
13.150,0.17
13.160,0.16
13.170,0.16
13.180,0.16
13.190,0.15
13.200,0.15
13.210,0.15
13.220,0.15
13.230,0.15
13.240,0.14
13.250,0.14
13.260,0.14
13.270,0.14
13.280,0.14
13.290,0.13
13.300,0.13
13.310,0.13
13.320,0.13
13.330,0.13
13.340,0.13
13.350,0.13
13.360,0.13
13.370,0.13
13.380,0.13
13.390,0.13
13.400,0.13
13.410,0.13
13.420,0.13
13.430,0.13
13.440,0.13
13.450,0.13
13.460,0.13
13.470,0.13
13.480,0.13
13.490,0.13
13.500,0.13
13.510,0.13
13.520,0.13
13.530,0.13
13.540,0.13
13.550,0.13
13.560,0.13
13.570,0.13
13.580,0.13
13.590,0.13
13.600,0.13
13.610,0.13
13.620,0.13
13.630,0.13
13.640,0.13
13.650,0.13
13.660,0.13
13.670,0.13
13.680,0.13
13.690,0.13
13.700,0.13
13.710,0.13
13.720,0.13
13.730,0.13
13.740,0.13
13.750,0.13
13.760,0.13
13.770,0.14
13.780,0.14
13.790,0.14
13.800,0.14
13.810,0.15
13.820,0.15
13.830,0.15
13.840,0.15
13.850,0.15
13.860,0.16
13.870,0.16
13.880,0.16
13.890,0.16
13.900,0.17
13.910,0.17
13.920,0.17
13.930,0.18
13.940,0.18
13.950,0.18
13.960,0.19
13.970,0.19
13.980,0.19
13.990,0.20
14.000,0.20
14.010,0.20
14.020,0.21
14.030,0.21
14.040,0.22
14.050,0.22
14.060,0.22
14.070,0.23
14.080,0.23
14.090,0.24
14.100,0.24
14.110,0.24
14.120,0.25
14.130,0.25
14.140,0.26
14.150,0.26
14.160,0.27
14.170,0.27
14.180,0.28
14.190,0.28
14.200,0.29
14.210,0.30
14.220,0.30
14.230,0.31
14.240,0.31
14.250,0.32
14.260,0.32
14.270,0.33
14.280,0.34
14.290,0.34
14.300,0.35
14.310,0.35
14.320,0.36
14.330,0.37
14.340,0.37
14.350,0.38
14.360,0.39
14.370,0.39
14.380,0.40
14.390,0.41
14.400,0.41
14.410,0.42
14.420,0.43
14.430,0.43
14.440,0.44
14.450,0.45
14.460,0.46
14.470,0.46
14.480,0.47
14.490,0.48
14.500,0.49
14.510,0.49
14.520,0.50
14.530,0.51
14.540,0.52
14.550,0.53
14.560,0.53
14.570,0.54
14.580,0.55
14.590,0.56
14.600,0.57
14.610,0.58
14.620,0.58
14.630,0.59
14.640,0.60
14.650,0.61
14.660,0.62
14.670,0.63
14.680,0.64
14.690,0.65
14.700,0.65
14.710,0.66
14.720,0.67
14.730,0.68
14.740,0.69
14.750,0.70
14.760,0.71
14.770,0.72
14.780,0.73
14.790,0.74
14.800,0.75
14.810,0.76
14.820,0.77
14.830,0.78
14.840,0.79
14.850,0.80
14.860,0.81
14.870,0.82
14.880,0.83
14.890,0.84
14.900,0.86
14.910,0.87
14.920,0.88
14.930,0.88
14.940,0.89
14.950,0.90
14.960,0.90
14.970,0.91
14.980,0.92
14.990,0.92
15.000,0.92
15.010,0.93
15.020,0.93
15.030,0.94
15.040,0.94
15.050,0.94
15.060,0.94
15.070,0.95
15.080,0.95
15.090,0.95
15.100,0.95
15.110,0.95
15.120,0.95
15.130,0.95
15.140,0.94
15.150,0.94
15.160,0.94
15.170,0.94
15.180,0.93
15.190,0.93
15.200,0.93
15.210,0.92
15.220,0.92
15.230,0.91
15.240,0.91
15.250,0.90
15.260,0.89
15.270,0.89
15.280,0.88
15.290,0.87
15.300,0.86
15.310,0.85
15.320,0.84
15.330,0.83
15.340,0.82
15.350,0.81
15.360,0.80
15.370,0.79
15.380,0.78
15.390,0.77
15.400,0.76
15.410,0.75
15.420,0.74
15.430,0.73
15.440,0.73
15.450,0.72
15.460,0.71
15.470,0.70
15.480,0.69
15.490,0.68
15.500,0.67
15.510,0.67
15.520,0.66
15.530,0.65
15.540,0.64
15.550,0.63
15.560,0.63
15.570,0.62
15.580,0.61
15.590,0.60
15.600,0.60
15.610,0.59
15.620,0.58
15.630,0.57
15.640,0.57
15.650,0.56
15.660,0.55
15.670,0.55
15.680,0.54
15.690,0.53
15.700,0.53
15.710,0.52
15.720,0.51
15.730,0.51
15.740,0.50
15.750,0.49
15.760,0.49
15.770,0.48
15.780,0.48
15.790,0.47
15.800,0.46
15.810,0.46
15.820,0.45
15.830,0.45
15.840,0.44
15.850,0.44
15.860,0.43
15.870,0.43
15.880,0.42
15.890,0.42
15.900,0.41
15.910,0.41
15.920,0.40
15.930,0.40
15.940,0.39
15.950,0.39
15.960,0.38
15.970,0.38
15.980,0.38
15.990,0.37
16.000,0.37
16.010,0.36
16.020,0.36
16.030,0.36
16.040,0.35
16.050,0.35
16.060,0.34
16.070,0.34
16.080,0.34
16.090,0.33
16.100,0.33
16.110,0.33
16.120,0.33
16.130,0.32
16.140,0.32
16.150,0.32
16.160,0.31
16.170,0.31
16.180,0.31
16.190,0.31
16.200,0.30
16.210,0.30
16.220,0.30
16.230,0.30
16.240,0.30
16.250,0.29
16.260,0.29
16.270,0.29
16.280,0.29
16.290,0.29
16.300,0.28
16.310,0.28
16.320,0.28
16.330,0.28
16.340,0.28
16.350,0.28
16.360,0.28
16.370,0.28
16.380,0.28
16.390,0.27
16.400,0.27
16.410,0.27
16.420,0.27
16.430,0.27
16.440,0.27
16.450,0.27
16.460,0.27
16.470,0.27
16.480,0.27
16.490,0.27
16.500,0.27
16.510,0.27
16.520,0.27
16.530,0.27
16.540,0.27
16.550,0.27
16.560,0.28
16.570,0.28
16.580,0.28
16.590,0.28
16.600,0.28
16.610,0.28
16.620,0.28
16.630,0.28
16.640,0.28
16.650,0.29
16.660,0.29
16.670,0.29
16.680,0.29
16.690,0.29
16.700,0.29
16.710,0.30
16.720,0.30
16.730,0.30
16.740,0.30
16.750,0.30
16.760,0.31
16.770,0.31
16.780,0.31
16.790,0.31
16.800,0.32
16.810,0.32
16.820,0.32
16.830,0.32
16.840,0.33
16.850,0.33
16.860,0.33
16.870,0.34
16.880,0.34
16.890,0.34
16.900,0.35
16.910,0.35
16.920,0.35
16.930,0.36
16.940,0.36
16.950,0.36
16.960,0.37
16.970,0.37
16.980,0.38
16.990,0.38
17.000,0.38
17.010,0.39
17.020,0.39
17.030,0.40
17.040,0.40
17.050,0.41
17.060,0.41
17.070,0.41
17.080,0.42
17.090,0.42
17.100,0.43
17.110,0.43
17.120,0.44
17.130,0.44
17.140,0.45
17.150,0.46
17.160,0.46
17.170,0.47
17.180,0.47
17.190,0.48
17.200,0.48
17.210,0.49
17.220,0.49
17.230,0.50
17.240,0.51
17.250,0.51
17.260,0.52
17.270,0.52
17.280,0.53
17.290,0.54
17.300,0.54
17.310,0.55
17.320,0.56
17.330,0.56
17.340,0.57
17.350,0.58
17.360,0.58
17.370,0.59
17.380,0.60
17.390,0.61
17.400,0.61
17.410,0.62
17.420,0.63
17.430,0.63
