"Time (s) Run #5","Position (m) Run #5"
1.390,0.83
1.400,0.84
1.410,0.84
1.420,0.84
1.430,0.84
1.440,0.85
1.450,0.85
1.460,0.85
1.470,0.85
1.480,0.85
1.490,0.85
1.500,0.85
1.510,0.85
1.520,0.86
1.530,0.86
1.540,0.86
1.550,0.86
1.560,0.86
1.570,0.86
1.580,0.86
1.590,0.86
1.600,0.86
1.610,0.86
1.620,0.86
1.630,0.85
1.640,0.85
1.650,0.85
1.660,0.85
1.670,0.85
1.680,0.85
1.690,0.85
1.700,0.85
1.710,0.85
1.720,0.85
1.730,0.85
1.740,0.85
1.750,0.85
1.760,0.85
1.770,0.85
1.780,0.85
1.790,0.85
1.800,0.85
1.810,0.85
1.820,0.85
1.830,0.85
1.840,0.85
1.850,0.85
1.860,0.85
1.870,0.85
1.880,0.85
1.890,0.85
1.900,0.85
1.910,0.85
1.920,0.85
1.930,0.85
1.940,0.85
1.950,0.85
1.960,0.85
1.970,0.85
1.980,0.85
1.990,0.85
2.000,0.85
2.010,0.85
2.020,0.85
2.030,0.85
2.040,0.85
2.050,0.85
2.060,0.85
2.070,0.86
2.080,0.86
2.090,0.86
2.100,0.86
2.110,0.86
2.120,0.86
2.130,0.86
2.140,0.86
2.150,0.86
2.160,0.87
2.170,0.87
2.180,0.87
2.190,0.87
2.200,0.87
2.210,0.87
2.220,0.87
2.230,0.87
2.240,0.87
2.250,0.87
2.260,0.87
2.270,0.87
2.280,0.87
2.290,0.87
2.300,0.87
2.310,0.87
2.320,0.87
2.330,0.87
2.340,0.87
2.350,0.86
2.360,0.86
2.370,0.86
2.380,0.85
2.390,0.84
2.400,0.83
2.410,0.82
2.420,0.81
2.430,0.80
2.440,0.78
2.450,0.76
2.460,0.74
2.470,0.72
2.480,0.70
2.490,0.68
2.500,0.65
2.510,0.63
2.520,0.60
2.530,0.58
2.540,0.56
2.550,0.53
2.560,0.51
2.570,0.49
2.580,0.47
2.590,0.45
2.600,0.43
2.610,0.42
2.620,0.40
2.630,0.39
2.640,0.37
2.650,0.36
2.660,0.34
2.670,0.33
2.680,0.32
2.690,0.31
2.700,0.30
2.710,0.29
2.720,0.28
2.730,0.28
2.740,0.27
2.750,0.27
2.760,0.26
2.770,0.26
2.780,0.25
2.790,0.25
2.800,0.25
2.810,0.25
2.820,0.25
2.830,0.25
2.840,0.25
2.850,0.25
2.860,0.26
2.870,0.26
2.880,0.27
2.890,0.27
2.900,0.28
2.910,0.29
2.920,0.29
2.930,0.30
2.940,0.31
2.950,0.32
2.960,0.34
2.970,0.35
2.980,0.36
2.990,0.37
3.000,0.39
3.010,0.40
3.020,0.42
3.030,0.44
3.040,0.46
3.050,0.47
3.060,0.49
3.070,0.52
3.080,0.54
3.090,0.56
3.100,0.58
3.110,0.61
3.120,0.63
3.130,0.66
3.140,0.69
3.150,0.71
3.160,0.74
3.170,0.76
3.180,0.79
3.190,0.81
3.200,0.84
3.210,0.86
3.220,0.88
3.230,0.90
3.240,0.93
3.250,0.97
3.260,0.96
3.270,0.98
3.280,1.00
3.290,1.00
3.300,1.01
3.310,1.01
3.320,1.01
3.330,0.98
3.340,0.98
3.350,0.97
3.360,0.97
3.370,0.97
3.380,0.96
3.390,0.97
3.400,0.97
3.410,0.97
3.420,0.97
3.430,0.97
3.440,0.97
3.450,0.97
3.460,0.97
3.470,0.97
3.480,0.96
3.490,0.96
3.500,0.96
3.510,0.97
3.520,0.96
3.530,0.98
3.540,0.98
3.550,0.97
3.560,0.98
3.570,0.98
3.580,0.99
3.590,0.99
3.600,0.99
3.610,0.97
3.620,0.97
3.630,1.02
3.640,0.94
3.650,0.93
3.660,0.92
3.670,0.91
3.680,0.91
3.690,0.91
3.700,0.90
3.710,0.90
3.720,0.90
3.730,0.89
3.740,0.89
3.750,0.89
3.760,0.89
3.770,0.89
3.780,0.89
3.790,0.89
3.800,0.89
3.810,0.90
3.820,0.90
3.830,0.90
3.840,0.90
3.850,0.90
3.860,0.90
3.870,0.91
3.880,0.91
3.890,0.91
3.900,0.91
3.910,0.91
3.920,0.91
3.930,0.91
3.940,0.91
3.950,0.90
3.960,0.89
3.970,0.88
3.980,0.88
3.990,0.86
4.000,0.85
4.010,0.83
4.020,0.82
4.030,0.80
4.040,0.78
4.050,0.76
4.060,0.73
4.070,0.71
4.080,0.68
4.090,0.65
4.100,0.62
4.110,0.60
4.120,0.57
4.130,0.54
4.140,0.52
4.150,0.49
4.160,0.47
4.170,0.45
4.180,0.43
4.190,0.41
4.200,0.39
4.210,0.37
4.220,0.35
4.230,0.34
4.240,0.32
4.250,0.30
4.260,0.29
4.270,0.28
4.280,0.26
4.290,0.25
4.300,0.24
4.310,0.23
4.320,0.22
4.330,0.21
4.340,0.20
4.350,0.20
4.360,0.19
4.370,0.19
4.380,0.18
4.390,0.18
4.400,0.18
4.410,0.18
4.420,0.18
4.430,0.18
4.440,0.18
4.450,0.18
4.460,0.18
4.470,0.18
4.480,0.18
4.490,0.19
4.500,0.19
4.510,0.19
4.520,0.20
4.530,0.21
4.540,0.22
4.550,0.22
4.560,0.23
4.570,0.24
4.580,0.25
4.590,0.27
4.600,0.28
4.610,0.29
4.620,0.31
4.630,0.32
4.640,0.34
4.650,0.36
4.660,0.38
4.670,0.39
4.680,0.41
4.690,0.43
4.700,0.45
4.710,0.48
4.720,0.50
4.730,0.52
4.740,0.55
4.750,0.58
4.760,0.60
4.770,0.63
4.780,0.66
4.790,0.68
4.800,0.71
4.810,0.74
4.820,0.76
4.830,0.79
4.840,0.81
4.850,0.82
4.860,0.84
4.870,0.86
4.880,0.88
4.890,0.90
4.900,0.91
4.910,0.95
4.920,0.92
4.930,0.92
4.940,0.93
4.950,0.92
4.960,0.93
4.970,0.93
4.980,0.93
4.990,0.92
5.000,1.08
5.010,0.95
5.020,0.95
5.030,0.94
5.040,0.94
5.050,0.94
5.060,0.94
5.070,0.94
5.080,0.93
5.090,0.93
5.100,0.92
5.110,0.92
5.120,0.92
5.130,0.92
5.140,0.91
5.150,0.91
5.160,0.90
5.170,0.90
5.180,0.89
5.190,0.90
5.200,0.88
5.210,0.88
5.220,0.83
5.230,0.81
5.240,0.78
5.250,0.75
5.260,0.77
5.270,0.76
5.280,0.71
5.290,0.66
5.300,0.63
5.310,0.60
5.320,0.61
5.330,0.60
5.340,0.59
5.350,0.61
5.360,0.59
5.370,0.58
5.380,0.56
5.390,0.46
5.400,0.44
5.410,0.42
5.420,0.41
5.430,0.41
5.440,0.40
5.450,0.41
5.460,0.50
5.470,0.51
5.480,0.41
5.490,0.35
5.500,0.34
5.510,0.33
5.520,0.33
5.530,0.32
5.540,0.32
5.550,0.32
5.560,0.32
5.570,0.32
5.580,0.32
5.590,0.32
5.600,0.32
5.610,0.33
5.620,0.33
5.630,0.34
5.640,0.34
5.650,0.35
5.660,0.35
5.670,0.36
5.680,0.37
5.690,0.38
5.700,0.39
5.710,0.40
5.720,0.41
5.730,0.42
5.740,0.43
5.750,0.45
5.760,0.46
5.770,0.48
5.780,0.49
5.790,0.50
5.800,0.51
5.810,0.52
5.820,0.53
5.830,0.54
5.840,0.55
5.850,0.56
5.860,0.57
5.870,0.57
5.880,0.58
5.890,0.59
5.900,0.59
5.910,0.60
5.920,0.61
5.930,0.61
5.940,0.62
5.950,0.62
5.960,0.63
5.970,0.63
5.980,0.64
5.990,0.64
6.000,0.65
6.010,0.65
6.020,0.66
6.030,0.66
6.040,0.67
6.050,0.68
6.060,0.69
6.070,0.69
6.080,0.70
6.090,0.71
6.100,0.72
6.110,0.72
6.120,0.73
6.130,0.73
6.140,0.74
6.150,0.74
6.160,0.75
6.170,0.75
6.180,0.76
6.190,0.76
6.200,0.77
6.210,0.77
6.220,0.77
6.230,0.78
6.240,0.78
6.250,0.78
6.260,0.79
6.270,0.79
6.280,0.80
6.290,0.80
6.300,0.80
6.310,0.81
6.320,0.81
6.330,0.81
6.340,0.82
6.350,0.82
6.360,0.83
6.370,0.83
6.380,0.83
6.390,0.84
6.400,0.84
6.410,0.84
6.420,0.85
6.430,0.85
6.440,0.85
6.450,0.86
6.460,0.86
6.470,0.86
6.480,0.86
6.490,0.86
6.500,0.86
6.510,0.86
6.520,0.86
6.530,0.86
6.540,0.86
6.550,0.86
6.560,0.86
6.570,0.86
6.580,0.87
6.590,0.87
6.600,0.87
6.610,0.87
6.620,0.87
6.630,0.87
6.640,0.87
6.650,0.87
6.660,0.87
6.670,0.87
6.680,0.87
6.690,0.87
6.700,0.87
6.710,0.87
6.720,0.87
6.730,0.87
6.740,0.87
6.750,0.87
6.760,0.87
6.770,0.87
6.780,0.86
6.790,0.86
6.800,0.85
6.810,0.85
6.820,0.84
6.830,0.83
6.840,0.82
6.850,0.80
6.860,0.78
6.870,0.76
6.880,0.74
6.890,0.72
6.900,0.69
6.910,0.67
6.920,0.64
6.930,0.62
6.940,0.59
6.950,0.57
6.960,0.54
6.970,0.52
6.980,0.50
6.990,0.48
7.000,0.46
7.010,0.44
7.020,0.42
7.030,0.40
7.040,0.39
7.050,0.37
7.060,0.36
7.070,0.34
7.080,0.33
7.090,0.32
7.100,0.30
7.110,0.29
7.120,0.29
7.130,0.28
7.140,0.27
7.150,0.26
7.160,0.25
7.170,0.25
7.180,0.24
7.190,0.24
7.200,0.24
7.210,0.23
7.220,0.23
7.230,0.23
7.240,0.23
7.250,0.23
7.260,0.23
7.270,0.23
7.280,0.24
7.290,0.24
7.300,0.25
7.310,0.25
7.320,0.26
7.330,0.27
7.340,0.27
7.350,0.28
7.360,0.29
7.370,0.30
7.380,0.31
7.390,0.32
7.400,0.34
7.410,0.35
7.420,0.37
7.430,0.38
7.440,0.40
7.450,0.41
7.460,0.43
7.470,0.45
7.480,0.47
7.490,0.49
7.500,0.51
7.510,0.53
7.520,0.56
7.530,0.58
7.540,0.60
7.550,0.63
7.560,0.65
7.570,0.68
7.580,0.70
7.590,0.72
7.600,0.74
7.610,0.76
7.620,0.79
7.630,0.81
7.640,0.82
7.650,0.84
7.660,0.85
7.670,0.86
7.680,0.87
7.690,0.88
7.700,0.89
7.710,0.89
7.720,0.90
7.730,0.90
7.740,0.91
7.750,0.91
7.760,0.91
7.770,0.92
7.780,0.92
7.790,0.91
7.800,0.91
7.810,0.91
7.820,0.91
7.830,0.90
7.840,0.90
7.850,0.89
7.860,0.89
7.870,0.88
7.880,0.87
7.890,0.86
7.900,0.85
7.910,0.84
7.920,0.82
7.930,0.80
7.940,0.78
7.950,0.76
7.960,0.74
7.970,0.71
7.980,0.69
7.990,0.66
8.000,0.64
8.010,0.61
8.020,0.59
8.030,0.57
8.040,0.55
8.050,0.52
8.060,0.50
8.070,0.49
8.080,0.47
8.090,0.45
8.100,0.43
8.110,0.42
8.120,0.40
8.130,0.39
8.140,0.38
8.150,0.37
8.160,0.35
8.170,0.34
8.180,0.33
8.190,0.33
8.200,0.32
8.210,0.31
8.220,0.30
8.230,0.30
8.240,0.29
8.250,0.29
8.260,0.28
8.270,0.28
8.280,0.28
8.290,0.28
8.300,0.28
8.310,0.28
8.320,0.28
8.330,0.29
8.340,0.29
8.350,0.29
8.360,0.30
8.370,0.30
8.380,0.31
8.390,0.32
8.400,0.33
8.410,0.34
8.420,0.35
8.430,0.36
8.440,0.37
8.450,0.38
8.460,0.39
8.470,0.41
8.480,0.42
8.490,0.44
8.500,0.45
8.510,0.47
8.520,0.49
8.530,0.51
8.540,0.53
8.550,0.55
8.560,0.57
8.570,0.59
8.580,0.61
8.590,0.63
8.600,0.65
8.610,0.66
8.620,0.68
8.630,0.69
8.640,0.70
8.650,0.72
8.660,0.73
8.670,0.74
8.680,0.76
8.690,0.77
8.700,0.78
8.710,0.79
8.720,0.80
8.730,0.81
8.740,0.82
8.750,0.83
8.760,0.84
8.770,0.85
8.780,0.86
8.790,0.87
8.800,0.87
8.810,0.88
8.820,0.89
8.830,0.89
8.840,0.89
8.850,0.89
8.860,0.89
8.870,0.89
8.880,0.89
8.890,0.89
8.900,0.89
8.910,0.89
8.920,0.88
8.930,0.88
8.940,0.88
8.950,0.87
8.960,0.87
8.970,0.87
8.980,0.86
8.990,0.86
9.000,0.85
9.010,0.85
9.020,0.84
9.030,0.84
9.040,0.84
9.050,0.83
9.060,0.82
9.070,0.82
9.080,0.81
9.090,0.81
9.100,0.80
9.110,0.79
9.120,0.79
9.130,0.78
9.140,0.78
9.150,0.77
9.160,0.76
9.170,0.76
9.180,0.75
9.190,0.75
9.200,0.75
9.210,0.75
9.220,0.74
9.230,0.74
9.240,0.74
9.250,0.74
9.260,0.74
9.270,0.75
9.280,0.75
9.290,0.75
9.300,0.75
9.310,0.76
9.320,0.76
9.330,0.77
9.340,0.77
9.350,0.78
9.360,0.78
9.370,0.79
9.380,0.80
9.390,0.80
9.400,0.81
9.410,0.82
9.420,0.82
9.430,0.83
9.440,0.83
9.450,0.84
9.460,0.84
9.470,0.84
9.480,0.84
9.490,0.85
9.500,0.85
9.510,0.84
9.520,0.84
9.530,0.84
9.540,0.83
9.550,0.82
9.560,0.82
9.570,0.81
9.580,0.79
9.590,0.78
9.600,0.76
9.610,0.74
9.620,0.72
9.630,0.69
9.640,0.67
9.650,0.64
9.660,0.62
9.670,0.59
9.680,0.57
9.690,0.55
9.700,0.53
9.710,0.50
9.720,0.48
9.730,0.47
9.740,0.45
9.750,0.43
9.760,0.41
9.770,0.40
9.780,0.39
9.790,0.38
9.800,0.38
9.810,0.50
9.820,0.50
9.830,0.35
9.840,0.33
9.850,0.32
9.860,0.32
9.870,0.31
9.880,0.43
9.890,0.43
9.900,0.43
9.910,0.42
9.920,0.42
9.930,0.42
9.940,0.42
9.950,0.42
9.960,0.42
9.970,0.28
9.980,0.28
9.990,0.28
10.000,0.28
10.010,0.28
10.020,0.29
10.030,0.29
10.040,0.30
10.050,0.31
10.060,0.31
10.070,0.32
10.080,0.33
10.090,0.34
10.100,0.35
10.110,0.36
10.120,0.38
10.130,0.39
10.140,0.40
10.150,0.42
10.160,0.44
10.170,0.45
10.180,0.47
10.190,0.49
10.200,0.51
10.210,0.53
10.220,0.55
10.230,0.57
10.240,0.58
10.250,0.60
10.260,0.61
10.270,0.63
10.280,0.64
10.290,0.66
10.300,0.67
10.310,0.69
10.320,0.70
10.330,0.72
10.340,0.74
10.350,0.75
10.360,0.77
10.370,0.79
10.380,0.81
10.390,0.82
10.400,0.83
10.410,0.84
10.420,0.86
10.430,0.88
10.440,0.89
10.450,0.89
10.460,0.89
10.470,0.90
10.480,0.90
10.490,0.90
10.500,0.90
10.510,0.90
10.520,0.89
10.530,0.89
10.540,0.88
10.550,0.87
10.560,0.87
10.570,0.86
10.580,0.86
10.590,0.84
10.600,0.82
10.610,0.79
10.620,0.76
10.630,0.73
10.640,0.71
10.650,0.68
10.660,0.66
10.670,0.63
10.680,0.60
10.690,0.58
10.700,0.55
10.710,0.53
10.720,0.51
10.730,0.48
10.740,0.46
10.750,0.44
10.760,0.42
10.770,0.41
10.780,0.39
10.790,0.37
10.800,0.36
10.810,0.34
10.820,0.33
10.830,0.32
10.840,0.31
10.850,0.29
10.860,0.28
10.870,0.28
10.880,0.27
10.890,0.26
10.900,0.26
10.910,0.25
10.920,0.38
10.930,0.37
10.940,0.37
10.950,0.24
10.960,0.23
10.970,0.22
10.980,0.22
10.990,0.22
11.000,0.22
11.010,0.22
11.020,0.22
11.030,0.22
11.040,0.22
11.050,0.23
11.060,0.23
11.070,0.24
11.080,0.24
11.090,0.25
11.100,0.26
11.110,0.27
11.120,0.28
11.130,0.29
11.140,0.30
11.150,0.31
11.160,0.33
11.170,0.34
11.180,0.36
11.190,0.37
11.200,0.39
11.210,0.41
11.220,0.42
11.230,0.44
11.240,0.46
11.250,0.48
11.260,0.51
11.270,0.53
11.280,0.55
11.290,0.58
11.300,0.60
11.310,0.62
11.320,0.64
11.330,0.66
11.340,0.67
11.350,0.69
11.360,0.70
11.370,0.72
11.380,0.73
11.390,0.75
11.400,0.76
11.410,0.77
11.420,0.79
11.430,0.80
11.440,0.81
11.450,0.82
11.460,0.83
11.470,0.84
11.480,0.84
11.490,0.85
11.500,0.85
11.510,0.85
11.520,0.86
11.530,0.86
11.540,0.86
11.550,0.86
11.560,0.86
11.570,0.85
11.580,0.85
11.590,0.84
11.600,0.84
11.610,0.83
11.620,0.82
11.630,0.81
11.640,0.79
11.650,0.78
11.660,0.76
11.670,0.74
11.680,0.71
11.690,0.69
11.700,0.67
11.710,0.64
11.720,0.62
11.730,0.60
11.740,0.59
11.750,0.56
11.760,0.53
11.770,0.52
11.780,0.53
11.790,0.47
11.800,0.45
11.810,0.43
11.820,0.47
11.830,0.47
11.840,0.47
11.850,0.46
11.860,0.43
11.870,0.42
11.880,0.41
11.890,0.41
11.900,0.40
11.910,0.40
11.920,0.40
11.930,0.40
11.940,0.41
11.950,0.41
11.960,0.41
11.970,0.41
11.980,0.41
11.990,0.41
12.000,0.41
12.010,0.41
12.020,0.42
12.030,0.42
12.040,0.42
12.050,0.43
12.060,0.43
12.070,0.43
12.080,0.44
12.090,0.44
12.100,0.45
12.110,0.46
12.120,0.46
12.130,0.47
12.140,0.48
12.150,0.48
12.160,0.50
12.170,0.44
12.180,0.46
12.190,0.49
12.200,0.51
12.210,0.50
12.220,0.53
12.230,0.55
12.240,0.55
12.250,0.57
12.260,0.52
12.270,0.61
12.280,0.64
12.290,0.66
12.300,0.57
12.310,0.75
12.320,0.60
12.330,0.71
12.340,0.71
12.350,0.66
12.360,0.65
12.370,0.66
12.380,0.67
12.390,0.68
12.400,0.69
12.410,0.70
12.420,0.71
12.430,0.71
12.440,0.72
12.450,0.73
12.460,0.74
12.470,0.75
12.480,0.75
12.490,0.76
12.500,0.76
12.510,0.77
12.520,0.77
12.530,0.78
12.540,0.78
12.550,0.78
12.560,0.78
12.570,0.79
12.580,0.79
12.590,0.79
12.600,0.79
12.610,0.79
12.620,0.79
12.630,0.79
12.640,0.79
12.650,0.79
12.660,0.79
12.670,0.79
12.680,0.78
12.690,0.78
12.700,0.78
12.710,0.78
12.720,0.78
12.730,0.77
12.740,0.77
12.750,0.77
12.760,0.77
12.770,0.77
12.780,0.77
12.790,0.77
12.800,0.76
12.810,0.76
12.820,0.76
12.830,0.76
12.840,0.76
12.850,0.76
12.860,0.76
12.870,0.76
12.880,0.76
12.890,0.76
12.900,0.76
12.910,0.76
12.920,0.77
12.930,0.77
12.940,0.77
12.950,0.77
12.960,0.77
12.970,0.77
12.980,0.77
12.990,0.77
13.000,0.78
13.010,0.78
13.020,0.78
13.030,0.78
13.040,0.78
13.050,0.78
13.060,0.79
13.070,0.79
13.080,0.79
13.090,0.79
13.100,0.80
13.110,0.80
13.120,0.80
13.130,0.80
13.140,0.80
13.150,0.81
13.160,0.81
13.170,0.81
13.180,0.81
13.190,0.81
13.200,0.81
13.210,0.81
13.220,0.81
13.230,0.81
13.240,0.81
13.250,0.81
13.260,0.81
13.270,0.81
13.280,0.81
13.290,0.81
13.300,0.81
13.310,0.81
13.320,0.81
13.330,0.81
13.340,0.81
13.350,0.81
13.360,0.81
13.370,0.81
13.380,0.81
13.390,0.81
13.400,0.81
13.410,0.81
13.420,0.81
13.430,0.82
13.440,0.82
13.450,0.82
13.460,0.82
13.470,0.82
13.480,0.83
13.490,0.83
13.500,0.83
13.510,0.83
13.520,0.84
13.530,0.84
13.540,0.84
13.550,0.85
13.560,0.85
13.570,0.86
13.580,0.86
13.590,0.86
13.600,0.86
13.610,0.87
13.620,0.87
13.630,0.87
13.640,0.87
13.650,0.88
13.660,0.88
13.670,0.88
13.680,0.88
13.690,0.88
13.700,0.88
13.710,0.88
13.720,0.89
13.730,0.89
13.740,0.89
13.750,0.89
13.760,0.89
13.770,0.89
13.780,0.89
13.790,0.89
13.800,0.89
13.810,0.88
13.820,0.88
13.830,0.88
13.840,0.88
13.850,0.88
13.860,0.87
13.870,0.87
13.880,0.87
13.890,0.86
13.900,0.86
13.910,0.85
13.920,0.84
13.930,0.83
13.940,0.82
13.950,0.81
13.960,0.79
13.970,0.77
13.980,0.75
13.990,0.73
14.000,0.71
14.010,0.69
14.020,0.66
14.030,0.63
14.040,0.61
14.050,0.58
14.060,0.56
14.070,0.54
14.080,0.52
14.090,0.50
14.100,0.48
14.110,0.46
14.120,0.44
14.130,0.42
14.140,0.41
14.150,0.39
14.160,0.38
14.170,0.36
14.180,0.35
14.190,0.34
14.200,0.33
14.210,0.32
14.220,0.31
14.230,0.30
14.240,0.29
14.250,0.29
14.260,0.28
14.270,0.28
14.280,0.27
14.290,0.27
14.300,0.26
14.310,0.26
14.320,0.26
14.330,0.26
14.340,0.26
14.350,0.26
14.360,0.26
14.370,0.27
14.380,0.27
14.390,0.28
14.400,0.28
14.410,0.29
14.420,0.29
14.430,0.30
14.440,0.31
14.450,0.32
14.460,0.33
14.470,0.34
14.480,0.35
14.490,0.36
14.500,0.38
14.510,0.39
14.520,0.40
14.530,0.42
14.540,0.44
14.550,0.46
14.560,0.47
14.570,0.49
14.580,0.51
14.590,0.54
14.600,0.56
14.610,0.58
14.620,0.60
14.630,0.62
14.640,0.64
14.650,0.65
14.660,0.67
14.670,0.68
14.680,0.69
14.690,0.71
14.700,0.72
14.710,0.73
14.720,0.75
14.730,0.76
14.740,0.77
14.750,0.78
14.760,0.79
14.770,0.79
14.780,0.80
14.790,0.81
14.800,0.82
14.810,0.82
14.820,0.83
14.830,0.84
14.840,0.84
14.850,0.85
14.860,0.86
14.870,0.86
14.880,0.86
14.890,0.87
14.900,0.87
14.910,0.87
14.920,0.87
14.930,0.87
14.940,0.87
14.950,0.86
14.960,0.86
14.970,0.85
14.980,0.83
14.990,0.83
15.000,0.82
15.010,0.80
15.020,0.78
15.030,0.76
15.040,0.73
15.050,0.71
15.060,0.68
15.070,0.66
15.080,0.63
15.090,0.60
15.100,0.58
15.110,0.55
15.120,0.52
15.130,0.50
15.140,0.48
15.150,0.45
15.160,0.43
15.170,0.41
15.180,0.39
15.190,0.37
15.200,0.36
15.210,0.34
15.220,0.32
15.230,0.30
15.240,0.29
15.250,0.28
15.260,0.26
15.270,0.25
15.280,0.24
15.290,0.23
15.300,0.22
15.310,0.21
15.320,0.20
15.330,0.20
15.340,0.19
15.350,0.19
15.360,0.18
15.370,0.18
15.380,0.18
15.390,0.17
15.400,0.18
15.410,0.17
15.420,0.17
15.430,0.17
15.440,0.18
15.450,0.18
15.460,0.18
15.470,0.18
15.480,0.18
15.490,0.19
15.500,0.19
15.510,0.20
15.520,0.21
15.530,0.22
15.540,0.22
15.550,0.23
15.560,0.24
15.570,0.26
15.580,0.27
15.590,0.28
15.600,0.29
15.610,0.31
15.620,0.33
15.630,0.34
15.640,0.36
15.650,0.38
15.660,0.40
15.670,0.42
15.680,0.44
15.690,0.46
15.700,0.48
15.710,0.50
15.720,0.53
15.730,0.55
15.740,0.57
15.750,0.59
15.760,0.61
15.770,0.63
15.780,0.65
15.790,0.66
15.800,0.68
15.810,0.70
15.820,0.71
15.830,0.72
15.840,0.74
15.850,0.75
15.860,0.76
15.870,0.78
15.880,0.79
15.890,0.80
15.900,0.81
15.910,0.81
15.920,0.82
15.930,0.83
15.940,0.84
15.950,0.84
15.960,0.85
15.970,0.85
15.980,0.85
15.990,0.85
16.000,0.85
16.010,0.85
16.020,0.85
16.030,0.85
16.040,0.84
16.050,0.83
16.060,0.82
16.070,0.81
16.080,0.80
16.090,0.79
16.100,0.77
16.110,0.75
16.120,0.73
16.130,0.70
16.140,0.68
16.150,0.65
16.160,0.62
16.170,0.59
16.180,0.57
16.190,0.54
16.200,0.52
16.210,0.50
16.220,0.47
16.230,0.45
16.240,0.43
16.250,0.41
16.260,0.39
16.270,0.37
16.280,0.36
16.290,0.34
16.300,0.32
16.310,0.31
16.320,0.29
16.330,0.28
16.340,0.27
16.350,0.26
16.360,0.25
16.370,0.24
16.380,0.23
16.390,0.22
16.400,0.22
16.410,0.21
16.420,0.21
16.430,0.20
16.440,0.19
16.450,0.19
16.460,0.19
16.470,0.19
16.480,0.19
16.490,0.19
16.500,0.19
16.510,0.19
16.520,0.19
16.530,0.19
16.540,0.20
16.550,0.20
16.560,0.21
16.570,0.21
16.580,0.22
16.590,0.23
16.600,0.23
16.610,0.24
16.620,0.25
16.630,0.26
16.640,0.28
16.650,0.29
16.660,0.30
16.670,0.32
16.680,0.33
16.690,0.35
16.700,0.36
16.710,0.38
16.720,0.40
16.730,0.42
16.740,0.44
16.750,0.46
16.760,0.48
16.770,0.51
16.780,0.53
16.790,0.55
16.800,0.57
16.810,0.60
16.820,0.62
16.830,0.64
16.840,0.66
16.850,0.68
16.860,0.70
16.870,0.71
16.880,0.73
16.890,0.75
16.900,0.76
16.910,0.78
16.920,0.79
16.930,0.80
16.940,0.81
16.950,0.82
16.960,0.82
16.970,0.83
16.980,0.84
16.990,0.84
17.000,0.85
17.010,0.85
17.020,0.85
17.030,0.86
17.040,0.86
17.050,0.85
17.060,0.85
17.070,0.85
17.080,0.84
17.090,0.83
17.100,0.82
17.110,0.81
17.120,0.79
17.130,0.77
17.140,0.75
17.150,0.72
17.160,0.70
17.170,0.67
17.180,0.64
17.190,0.61
17.200,0.58
17.210,0.56
17.220,0.53
17.230,0.50
17.240,0.48
17.250,0.46
17.260,0.43
17.270,0.41
17.280,0.39
17.290,0.37
17.300,0.35
17.310,0.33
17.320,0.32
17.330,0.30
17.340,0.28
17.350,0.27
17.360,0.26
17.370,0.24
17.380,0.23
17.390,0.22
17.400,0.21
17.410,0.20
17.420,0.19
17.430,0.18
