"Time (s) Run #1","Position (m) Run #1"
1.490,0.33
1.500,0.32
1.510,0.32
1.520,0.31
1.530,0.31
1.540,0.30
1.550,0.30
1.560,0.29
1.570,0.29
1.580,0.28
1.590,0.28
1.600,0.28
1.610,0.27
1.620,0.27
1.630,0.27
1.640,0.26
1.650,0.26
1.660,0.26
1.670,0.26
1.680,0.26
1.690,0.26
1.700,0.26
1.710,0.26
1.720,0.25
1.730,0.25
1.740,0.25
1.750,0.26
1.760,0.26
1.770,0.26
1.780,0.26
1.790,0.26
1.800,0.26
1.810,0.26
1.820,0.26
1.830,0.27
1.840,0.27
1.850,0.27
1.860,0.27
1.870,0.28
1.880,0.28
1.890,0.29
1.900,0.29
1.910,0.29
1.920,0.30
1.930,0.30
1.940,0.31
1.950,0.31
1.960,0.32
1.970,0.33
1.980,0.33
1.990,0.34
2.000,0.34
2.010,0.35
2.020,0.36
2.030,0.36
2.040,0.37
2.050,0.38
2.060,0.39
2.070,0.39
2.080,0.40
2.090,0.41
2.100,0.42
2.110,0.43
2.120,0.44
2.130,0.45
2.140,0.46
2.150,0.47
2.160,0.48
2.170,0.49
2.180,0.50
2.190,0.51
2.200,0.52
2.210,0.53
2.220,0.54
2.230,0.56
2.240,0.57
2.250,0.58
2.260,0.59
2.270,0.61
2.280,0.62
2.290,0.63
2.300,0.65
2.310,0.66
2.320,0.68
2.330,0.69
2.340,0.70
2.350,0.72
2.360,0.73
2.370,0.75
2.380,0.76
2.390,0.78
2.400,0.79
2.410,0.81
2.420,0.82
2.430,0.83
2.440,0.85
2.450,0.86
2.460,0.87
2.470,0.88
2.480,0.89
2.490,0.90
2.500,0.90
2.510,0.91
2.520,0.91
2.530,0.92
2.540,0.92
2.550,0.93
2.560,0.93
2.570,0.93
2.580,0.93
2.590,0.93
2.600,0.93
2.610,0.93
2.620,0.93
2.630,0.93
2.640,0.92
2.650,0.92
2.660,0.91
2.670,0.91
2.680,0.90
2.690,0.89
2.700,0.87
2.710,0.86
2.720,0.84
2.730,0.82
2.740,0.80
2.750,0.78
2.760,0.76
2.770,0.74
2.780,0.72
2.790,0.71
2.800,0.69
2.810,0.67
2.820,0.65
2.830,0.63
2.840,0.61
2.850,0.59
2.860,0.58
2.870,0.56
2.880,0.54
2.890,0.53
2.900,0.51
2.910,0.49
2.920,0.48
2.930,0.46
2.940,0.45
2.950,0.43
2.960,0.42
2.970,0.40
2.980,0.39
2.990,0.37
3.000,0.36
3.010,0.34
3.020,0.33
3.030,0.32
3.040,0.31
3.050,0.29
3.060,0.28
3.070,0.27
3.080,0.26
3.090,0.24
3.100,0.23
3.110,0.22
3.120,0.21
3.130,0.20
3.140,0.19
3.150,0.18
3.160,0.17
3.170,0.16
3.180,0.15
3.190,0.14
3.200,0.13
3.210,0.12
3.220,0.12
3.230,0.12
3.240,0.12
3.250,0.12
3.260,0.12
3.270,0.12
3.280,0.12
3.290,0.12
3.300,0.13
3.310,0.13
3.320,0.12
3.330,0.18
3.340,0.18
3.350,0.17
3.360,0.17
3.370,0.17
3.380,0.18
3.390,0.17
3.400,0.14
3.410,0.13
3.420,0.13
3.430,0.13
3.440,0.13
3.450,0.12
3.460,0.12
3.470,0.12
3.480,0.12
3.490,0.12
3.500,0.12
3.510,0.12
3.520,0.12
3.530,0.12
3.540,0.12
3.550,0.12
3.560,0.12
3.570,0.12
3.580,0.12
3.590,0.12
3.600,0.13
3.610,0.13
3.620,0.14
3.630,0.15
3.640,0.16
3.650,0.16
3.660,0.17
3.670,0.18
3.680,0.19
3.690,0.20
3.700,0.21
3.710,0.22
3.720,0.23
3.730,0.24
3.740,0.25
3.750,0.26
3.760,0.27
3.770,0.28
3.780,0.29
3.790,0.30
3.800,0.31
3.810,0.33
3.820,0.34
3.830,0.35
3.840,0.36
3.850,0.38
3.860,0.39
3.870,0.40
3.880,0.42
3.890,0.43
3.900,0.44
3.910,0.46
3.920,0.47
3.930,0.49
3.940,0.50
3.950,0.52
3.960,0.53
3.970,0.55
3.980,0.56
3.990,0.58
4.000,0.60
4.010,0.61
4.020,0.63
4.030,0.65
4.040,0.67
4.050,0.69
4.060,0.70
4.070,0.72
4.080,0.74
4.090,0.76
4.100,0.78
4.110,0.80
4.120,0.81
4.130,0.83
4.140,0.84
4.150,0.85
4.160,0.86
4.170,0.87
4.180,0.89
4.190,0.89
4.200,0.90
4.210,0.91
4.220,0.92
4.230,0.93
4.240,0.93
4.250,0.94
4.260,0.94
4.270,0.94
4.280,0.94
4.290,0.94
4.300,0.94
4.310,0.93
4.320,0.93
4.330,0.92
4.340,0.91
4.350,0.90
4.360,0.89
4.370,0.88
4.380,0.86
4.390,0.85
4.400,0.83
4.410,0.82
4.420,0.80
4.430,0.78
4.440,0.77
4.450,0.75
4.460,0.73
4.470,0.72
4.480,0.70
4.490,0.68
4.500,0.67
4.510,0.65
4.520,0.64
4.530,0.62
4.540,0.61
4.550,0.59
4.560,0.58
4.570,0.56
4.580,0.55
4.590,0.53
4.600,0.52
4.610,0.51
4.620,0.49
4.630,0.48
4.640,0.47
4.650,0.46
4.660,0.44
4.670,0.43
4.680,0.42
4.690,0.41
4.700,0.40
4.710,0.39
4.720,0.38
4.730,0.37
4.740,0.36
4.750,0.35
4.760,0.34
4.770,0.33
4.780,0.32
4.790,0.31
4.800,0.31
4.810,0.30
4.820,0.29
4.830,0.28
4.840,0.27
4.850,0.27
4.860,0.26
4.870,0.25
4.880,0.25
4.890,0.24
4.900,0.23
4.910,0.23
4.920,0.22
4.930,0.22
4.940,0.21
4.950,0.21
4.960,0.20
4.970,0.20
4.980,0.19
4.990,0.19
5.000,0.19
5.010,0.18
5.020,0.18
5.030,0.18
5.040,0.18
5.050,0.17
5.060,0.17
5.070,0.17
5.080,0.17
5.090,0.17
5.100,0.17
5.110,0.17
5.120,0.17
5.130,0.17
5.140,0.17
5.150,0.17
5.160,0.17
5.170,0.17
5.180,0.17
5.190,0.17
5.200,0.17
5.210,0.17
5.220,0.17
5.230,0.18
5.240,0.18
5.250,0.18
5.260,0.18
5.270,0.19
5.280,0.19
5.290,0.19
5.300,0.20
5.310,0.20
5.320,0.21
5.330,0.21
5.340,0.22
5.350,0.22
5.360,0.23
5.370,0.23
5.380,0.24
5.390,0.24
5.400,0.25
5.410,0.26
5.420,0.26
5.430,0.27
5.440,0.28
5.450,0.29
5.460,0.29
5.470,0.30
5.480,0.31
5.490,0.32
5.500,0.33
5.510,0.34
5.520,0.34
5.530,0.35
5.540,0.36
5.550,0.37
5.560,0.38
5.570,0.39
5.580,0.40
5.590,0.42
5.600,0.43
5.610,0.44
5.620,0.45
5.630,0.46
5.640,0.47
5.650,0.49
5.660,0.50
5.670,0.51
5.680,0.52
5.690,0.54
5.700,0.55
5.710,0.56
5.720,0.58
5.730,0.59
5.740,0.61
5.750,0.62
5.760,0.64
5.770,0.65
5.780,0.67
5.790,0.68
5.800,0.70
5.810,0.72
5.820,0.73
5.830,0.75
5.840,0.76
5.850,0.78
5.860,0.80
5.870,0.81
5.880,0.83
5.890,0.84
5.900,0.86
5.910,0.87
5.920,0.88
5.930,0.89
5.940,0.90
5.950,0.91
5.960,0.92
5.970,0.92
5.980,0.93
5.990,0.93
6.000,0.94
6.010,0.94
6.020,0.94
6.030,0.94
6.040,0.93
6.050,0.93
6.060,0.92
6.070,0.91
6.080,0.90
6.090,0.88
6.100,0.87
6.110,0.85
6.120,0.84
6.130,0.82
6.140,0.80
6.150,0.79
6.160,0.77
6.170,0.75
6.180,0.73
6.190,0.72
6.200,0.70
6.210,0.69
6.220,0.67
6.230,0.66
6.240,0.64
6.250,0.63
6.260,0.61
6.270,0.60
6.280,0.58
6.290,0.57
6.300,0.55
6.310,0.54
6.320,0.53
6.330,0.52
6.340,0.50
6.350,0.49
6.360,0.48
6.370,0.47
6.380,0.46
6.390,0.44
6.400,0.43
6.410,0.42
6.420,0.41
6.430,0.40
6.440,0.39
6.450,0.38
6.460,0.37
6.470,0.36
6.480,0.35
6.490,0.35
6.500,0.34
6.510,0.33
6.520,0.32
6.530,0.31
6.540,0.31
6.550,0.30
6.560,0.29
6.570,0.28
6.580,0.28
6.590,0.27
6.600,0.27
6.610,0.26
6.620,0.25
6.630,0.25
6.640,0.24
6.650,0.24
6.660,0.23
6.670,0.23
6.680,0.23
6.690,0.22
6.700,0.22
6.710,0.22
6.720,0.21
6.730,0.21
6.740,0.21
6.750,0.21
6.760,0.20
6.770,0.20
6.780,0.20
6.790,0.20
6.800,0.20
6.810,0.20
6.820,0.20
6.830,0.20
6.840,0.20
6.850,0.20
6.860,0.20
6.870,0.20
6.880,0.20
6.890,0.20
6.900,0.20
6.910,0.20
6.920,0.20
6.930,0.21
6.940,0.21
6.950,0.21
6.960,0.21
6.970,0.22
6.980,0.22
6.990,0.22
7.000,0.23
7.010,0.23
7.020,0.24
7.030,0.24
7.040,0.24
7.050,0.25
7.060,0.26
7.070,0.26
7.080,0.27
7.090,0.27
7.100,0.28
7.110,0.29
7.120,0.29
7.130,0.30
7.140,0.31
7.150,0.31
7.160,0.32
7.170,0.33
7.180,0.34
7.190,0.35
7.200,0.35
7.210,0.36
7.220,0.37
7.230,0.38
7.240,0.39
7.250,0.40
7.260,0.41
7.270,0.42
7.280,0.43
7.290,0.44
7.300,0.45
7.310,0.46
7.320,0.48
7.330,0.49
7.340,0.50
7.350,0.51
7.360,0.52
7.370,0.54
7.380,0.55
7.390,0.56
7.400,0.58
7.410,0.59
7.420,0.60
7.430,0.62
7.440,0.63
7.450,0.65
7.460,0.66
7.470,0.68
7.480,0.69
7.490,0.71
7.500,0.73
7.510,0.74
7.520,0.76
7.530,0.77
7.540,0.79
7.550,0.80
7.560,0.82
7.570,0.83
7.580,0.84
7.590,0.85
7.600,0.86
7.610,0.87
7.620,0.88
7.630,0.88
7.640,0.89
7.650,0.89
7.660,0.89
7.670,0.89
7.680,0.89
7.690,0.89
7.700,0.88
7.710,0.88
7.720,0.87
7.730,0.87
7.740,0.86
7.750,0.85
7.760,0.84
7.770,0.82
7.780,0.81
7.790,0.79
7.800,0.77
7.810,0.76
7.820,0.74
7.830,0.72
7.840,0.71
7.850,0.69
7.860,0.68
7.870,0.66
7.880,0.65
7.890,0.63
7.900,0.62
7.910,0.60
7.920,0.59
7.930,0.57
7.940,0.56
7.950,0.55
7.960,0.53
7.970,0.52
7.980,0.51
7.990,0.50
8.000,0.48
8.010,0.47
8.020,0.46
8.030,0.45
8.040,0.44
8.050,0.43
8.060,0.42
8.070,0.41
8.080,0.40
8.090,0.39
8.100,0.38
8.110,0.37
8.120,0.36
8.130,0.35
8.140,0.34
8.150,0.33
8.160,0.33
8.170,0.32
8.180,0.31
8.190,0.30
8.200,0.30
8.210,0.29
8.220,0.28
8.230,0.27
8.240,0.27
8.250,0.26
8.260,0.26
8.270,0.25
8.280,0.25
8.290,0.24
8.300,0.24
8.310,0.23
8.320,0.23
8.330,0.23
8.340,0.22
8.350,0.22
8.360,0.22
8.370,0.21
8.380,0.21
8.390,0.21
8.400,0.21
8.410,0.20
8.420,0.20
8.430,0.20
8.440,0.20
8.450,0.20
8.460,0.20
8.470,0.20
8.480,0.20
8.490,0.20
8.500,0.20
8.510,0.20
8.520,0.20
8.530,0.20
8.540,0.20
8.550,0.20
8.560,0.21
8.570,0.21
8.580,0.21
8.590,0.21
8.600,0.21
8.610,0.22
8.620,0.22
8.630,0.22
8.640,0.23
8.650,0.23
8.660,0.24
8.670,0.24
8.680,0.25
8.690,0.25
8.700,0.26
8.710,0.26
8.720,0.27
8.730,0.27
8.740,0.28
8.750,0.29
8.760,0.29
8.770,0.30
8.780,0.31
8.790,0.31
8.800,0.32
8.810,0.33
8.820,0.34
8.830,0.35
8.840,0.35
8.850,0.36
8.860,0.37
8.870,0.38
8.880,0.39
8.890,0.40
8.900,0.41
8.910,0.42
8.920,0.43
8.930,0.44
8.940,0.45
8.950,0.46
8.960,0.47
8.970,0.49
8.980,0.50
8.990,0.51
9.000,0.52
9.010,0.54
9.020,0.55
9.030,0.56
9.040,0.57
9.050,0.59
9.060,0.60
9.070,0.62
9.080,0.63
9.090,0.65
9.100,0.66
9.110,0.68
9.120,0.69
9.130,0.71
9.140,0.72
9.150,0.74
9.160,0.76
9.170,0.77
9.180,0.79
9.190,0.80
9.200,0.81
9.210,0.83
9.220,0.84
9.230,0.85
9.240,0.86
9.250,0.88
9.260,0.89
9.270,0.90
9.280,0.91
9.290,0.91
9.300,0.92
9.310,0.93
9.320,0.93
9.330,0.93
9.340,0.94
9.350,0.94
9.360,0.93
9.370,0.93
9.380,0.93
9.390,0.92
9.400,0.91
9.410,0.90
9.420,0.89
9.430,0.88
9.440,0.87
9.450,0.85
9.460,0.83
9.470,0.82
9.480,0.80
9.490,0.78
9.500,0.77
9.510,0.75
9.520,0.73
9.530,0.72
9.540,0.70
9.550,0.69
9.560,0.67
9.570,0.66
9.580,0.64
9.590,0.63
9.600,0.61
9.610,0.60
9.620,0.59
9.630,0.57
9.640,0.56
9.650,0.55
9.660,0.53
9.670,0.52
9.680,0.51
9.690,0.50
9.700,0.49
9.710,0.48
9.720,0.47
9.730,0.45
9.740,0.44
9.750,0.43
9.760,0.42
9.770,0.41
9.780,0.41
9.790,0.40
9.800,0.39
9.810,0.38
9.820,0.37
9.830,0.36
9.840,0.35
9.850,0.35
9.860,0.34
9.870,0.33
9.880,0.33
9.890,0.32
9.900,0.31
9.910,0.31
9.920,0.30
9.930,0.29
9.940,0.29
9.950,0.28
9.960,0.28
9.970,0.27
9.980,0.27
9.990,0.26
10.000,0.26
10.010,0.26
10.020,0.25
10.030,0.25
10.040,0.25
10.050,0.24
10.060,0.24
10.070,0.24
10.080,0.24
10.090,0.23
10.100,0.23
10.110,0.23
10.120,0.23
10.130,0.23
10.140,0.23
10.150,0.23
10.160,0.23
10.170,0.23
10.180,0.23
10.190,0.23
10.200,0.23
10.210,0.23
10.220,0.23
10.230,0.24
10.240,0.24
10.250,0.24
10.260,0.24
10.270,0.24
10.280,0.25
10.290,0.25
10.300,0.25
10.310,0.26
10.320,0.26
10.330,0.27
10.340,0.27
10.350,0.27
10.360,0.28
10.370,0.29
10.380,0.29
10.390,0.30
10.400,0.30
10.410,0.31
10.420,0.32
10.430,0.32
10.440,0.33
10.450,0.33
10.460,0.34
10.470,0.35
10.480,0.36
10.490,0.36
10.500,0.37
10.510,0.38
10.520,0.39
10.530,0.40
10.540,0.41
10.550,0.42
10.560,0.43
10.570,0.44
10.580,0.45
10.590,0.46
10.600,0.47
10.610,0.48
10.620,0.49
10.630,0.50
10.640,0.51
10.650,0.52
10.660,0.54
10.670,0.55
10.680,0.56
10.690,0.57
10.700,0.59
10.710,0.60
10.720,0.61
10.730,0.63
10.740,0.64
10.750,0.66
10.760,0.67
10.770,0.69
10.780,0.70
10.790,0.72
10.800,0.73
10.810,0.75
10.820,0.76
10.830,0.78
10.840,0.79
10.850,0.81
10.860,0.82
10.870,0.84
10.880,0.85
10.890,0.86
10.900,0.87
10.910,0.88
10.920,0.89
10.930,0.90
10.940,0.91
10.950,0.92
10.960,0.93
10.970,0.93
10.980,0.94
10.990,0.94
11.000,0.94
11.010,0.94
11.020,0.94
11.030,0.93
11.040,0.93
11.050,0.92
11.060,0.91
11.070,0.89
11.080,0.88
11.090,0.86
11.100,0.84
11.110,0.83
11.120,0.81
11.130,0.79
11.140,0.77
11.150,0.76
11.160,0.74
11.170,0.72
11.180,0.71
11.190,0.69
11.200,0.67
11.210,0.66
11.220,0.64
11.230,0.63
11.240,0.61
11.250,0.60
11.260,0.58
11.270,0.57
11.280,0.55
11.290,0.54
11.300,0.53
11.310,0.51
11.320,0.50
11.330,0.49
11.340,0.47
11.350,0.46
11.360,0.45
11.370,0.44
11.380,0.43
11.390,0.42
11.400,0.40
11.410,0.39
11.420,0.38
11.430,0.37
11.440,0.36
11.450,0.35
11.460,0.34
11.470,0.34
11.480,0.33
11.490,0.32
11.500,0.31
11.510,0.30
11.520,0.29
11.530,0.28
11.540,0.28
11.550,0.27
11.560,0.26
11.570,0.26
11.580,0.25
11.590,0.24
11.600,0.24
11.610,0.23
11.620,0.23
11.630,0.22
11.640,0.22
11.650,0.21
11.660,0.21
11.670,0.20
11.680,0.20
11.690,0.19
11.700,0.19
11.710,0.19
11.720,0.18
11.730,0.18
11.740,0.18
11.750,0.18
11.760,0.17
11.770,0.17
11.780,0.17
11.790,0.17
11.800,0.17
11.810,0.17
11.820,0.17
11.830,0.17
11.840,0.17
11.850,0.17
11.860,0.17
11.870,0.17
11.880,0.17
11.890,0.17
11.900,0.17
11.910,0.17
11.920,0.18
11.930,0.18
11.940,0.18
11.950,0.18
11.960,0.19
11.970,0.19
11.980,0.19
11.990,0.20
12.000,0.20
12.010,0.20
12.020,0.21
12.030,0.21
12.040,0.22
12.050,0.22
12.060,0.23
12.070,0.23
12.080,0.24
12.090,0.24
12.100,0.25
12.110,0.26
12.120,0.26
12.130,0.27
12.140,0.28
12.150,0.29
12.160,0.29
12.170,0.30
12.180,0.31
12.190,0.32
12.200,0.33
12.210,0.34
12.220,0.34
12.230,0.35
12.240,0.36
12.250,0.37
12.260,0.38
12.270,0.39
12.280,0.40
12.290,0.42
12.300,0.43
12.310,0.44
12.320,0.45
12.330,0.46
12.340,0.47
12.350,0.48
12.360,0.50
12.370,0.51
12.380,0.52
12.390,0.54
12.400,0.55
12.410,0.56
12.420,0.58
12.430,0.59
12.440,0.61
12.450,0.62
12.460,0.64
12.470,0.65
12.480,0.67
12.490,0.68
12.500,0.70
12.510,0.72
12.520,0.73
12.530,0.75
12.540,0.77
12.550,0.78
12.560,0.80
12.570,0.82
12.580,0.83
12.590,0.85
12.600,0.86
12.610,0.87
12.620,0.88
12.630,0.89
12.640,0.90
12.650,0.91
12.660,0.92
12.670,0.92
12.680,0.93
12.690,0.93
12.700,0.93
12.710,0.93
12.720,0.93
12.730,0.93
12.740,0.93
12.750,0.92
12.760,0.91
12.770,0.90
12.780,0.89
12.790,0.87
12.800,0.86
12.810,0.84
12.820,0.82
12.830,0.81
12.840,0.79
12.850,0.77
12.860,0.75
12.870,0.73
12.880,0.72
12.890,0.70
12.900,0.68
12.910,0.67
12.920,0.65
12.930,0.64
12.940,0.62
12.950,0.60
12.960,0.59
12.970,0.57
12.980,0.56
12.990,0.55
13.000,0.53
13.010,0.52
13.020,0.50
13.030,0.49
13.040,0.48
13.050,0.47
13.060,0.45
13.070,0.44
13.080,0.43
13.090,0.42
13.100,0.41
13.110,0.40
13.120,0.38
13.130,0.37
13.140,0.36
13.150,0.35
13.160,0.34
13.170,0.33
13.180,0.33
13.190,0.32
13.200,0.31
13.210,0.30
13.220,0.29
13.230,0.28
13.240,0.27
13.250,0.26
13.260,0.26
13.270,0.25
13.280,0.24
13.290,0.24
13.300,0.23
13.310,0.22
13.320,0.22
13.330,0.21
13.340,0.21
13.350,0.20
13.360,0.20
13.370,0.19
13.380,0.19
13.390,0.18
13.400,0.18
13.410,0.18
13.420,0.17
13.430,0.17
13.440,0.17
13.450,0.16
13.460,0.16
13.470,0.16
13.480,0.16
13.490,0.15
13.500,0.15
13.510,0.15
13.520,0.15
13.530,0.15
13.540,0.15
13.550,0.15
13.560,0.15
13.570,0.15
13.580,0.15
13.590,0.15
13.600,0.15
13.610,0.15
13.620,0.15
13.630,0.16
13.640,0.16
13.650,0.16
13.660,0.16
13.670,0.17
13.680,0.17
13.690,0.17
13.700,0.17
13.710,0.18
13.720,0.18
13.730,0.19
13.740,0.19
13.750,0.20
13.760,0.20
13.770,0.21
13.780,0.21
13.790,0.22
13.800,0.22
13.810,0.23
13.820,0.23
13.830,0.24
13.840,0.25
13.850,0.25
13.860,0.26
13.870,0.27
13.880,0.28
13.890,0.29
13.900,0.29
13.910,0.30
13.920,0.31
13.930,0.32
13.940,0.33
13.950,0.34
13.960,0.35
13.970,0.36
13.980,0.37
13.990,0.38
14.000,0.39
14.010,0.40
14.020,0.41
14.030,0.42
14.040,0.43
14.050,0.45
14.060,0.46
14.070,0.47
14.080,0.48
14.090,0.50
14.100,0.51
14.110,0.52
14.120,0.54
14.130,0.55
14.140,0.56
14.150,0.58
14.160,0.59
14.170,0.61
14.180,0.62
14.190,0.64
14.200,0.65
14.210,0.67
14.220,0.69
14.230,0.70
14.240,0.72
14.250,0.73
14.260,0.75
14.270,0.77
14.280,0.79
14.290,0.81
14.300,0.82
14.310,0.84
14.320,0.85
14.330,0.86
14.340,0.88
14.350,0.88
14.360,0.89
14.370,0.90
14.380,0.91
14.390,0.91
14.400,0.92
14.410,0.92
14.420,0.92
14.430,0.92
14.440,0.91
14.450,0.91
14.460,0.90
14.470,0.89
14.480,0.88
14.490,0.86
14.500,0.85
14.510,0.83
14.520,0.82
14.530,0.80
14.540,0.78
14.550,0.76
14.560,0.75
14.570,0.73
14.580,0.71
14.590,0.70
14.600,0.68
14.610,0.67
14.620,0.65
14.630,0.64
14.640,0.62
14.650,0.60
14.660,0.59
14.670,0.58
14.680,0.56
14.690,0.55
14.700,0.54
14.710,0.52
14.720,0.51
14.730,0.50
14.740,0.49
14.750,0.47
14.760,0.46
14.770,0.45
14.780,0.44
14.790,0.43
14.800,0.42
14.810,0.41
14.820,0.40
14.830,0.39
14.840,0.38
14.850,0.37
14.860,0.36
14.870,0.35
14.880,0.34
14.890,0.33
14.900,0.32
14.910,0.31
14.920,0.31
14.930,0.30
14.940,0.29
14.950,0.28
14.960,0.28
14.970,0.27
14.980,0.26
14.990,0.26
15.000,0.25
15.010,0.25
15.020,0.24
15.030,0.24
15.040,0.23
15.050,0.23
15.060,0.22
15.070,0.22
15.080,0.21
15.090,0.21
15.100,0.21
15.110,0.20
15.120,0.20
15.130,0.20
15.140,0.20
15.150,0.19
15.160,0.19
15.170,0.19
15.180,0.19
15.190,0.19
15.200,0.19
15.210,0.19
15.220,0.19
15.230,0.19
15.240,0.19
15.250,0.19
15.260,0.19
15.270,0.19
15.280,0.19
15.290,0.19
15.300,0.19
15.310,0.19
15.320,0.20
15.330,0.20
15.340,0.20
15.350,0.20
15.360,0.21
15.370,0.21
15.380,0.21
15.390,0.22
15.400,0.22
15.410,0.22
15.420,0.23
15.430,0.23
15.440,0.24
15.450,0.24
15.460,0.25
15.470,0.25
15.480,0.26
15.490,0.27
15.500,0.27
15.510,0.28
15.520,0.29
15.530,0.29
15.540,0.30
15.550,0.31
15.560,0.32
15.570,0.33
15.580,0.33
15.590,0.34
15.600,0.35
15.610,0.36
15.620,0.37
15.630,0.38
15.640,0.39
15.650,0.40
15.660,0.41
15.670,0.42
15.680,0.43
15.690,0.44
15.700,0.45
15.710,0.46
15.720,0.47
15.730,0.49
15.740,0.50
15.750,0.51
15.760,0.52
15.770,0.54
15.780,0.55
15.790,0.56
15.800,0.58
15.810,0.59
15.820,0.60
15.830,0.62
15.840,0.63
15.850,0.65
15.860,0.66
15.870,0.68
15.880,0.70
15.890,0.71
15.900,0.73
15.910,0.74
15.920,0.76
15.930,0.77
15.940,0.78
15.950,0.80
15.960,0.81
15.970,0.82
15.980,0.84
15.990,0.85
16.000,0.87
16.010,0.88
16.020,0.89
16.030,0.91
16.040,0.92
16.050,0.93
16.060,0.94
16.070,0.94
16.080,0.95
16.090,0.95
16.100,0.95
16.110,0.95
16.120,0.95
16.130,0.94
16.140,0.94
16.150,0.93
16.160,0.92
16.170,0.91
16.180,0.90
16.190,0.88
16.200,0.87
16.210,0.85
16.220,0.83
16.230,0.82
16.240,0.80
16.250,0.79
16.260,0.77
16.270,0.76
16.280,0.74
16.290,0.73
16.300,0.72
16.310,0.70
16.320,0.69
16.330,0.67
16.340,0.66
16.350,0.65
16.360,0.64
16.370,0.62
16.380,0.61
16.390,0.60
16.400,0.59
16.410,0.58
16.420,0.56
16.430,0.55
16.440,0.54
16.450,0.53
16.460,0.52
16.470,0.51
16.480,0.50
16.490,0.49
16.500,0.49
16.510,0.48
16.520,0.47
16.530,0.46
16.540,0.45
16.550,0.44
16.560,0.44
16.570,0.43
16.580,0.42
16.590,0.42
16.600,0.41
16.610,0.40
16.620,0.40
16.630,0.39
16.640,0.39
16.650,0.38
16.660,0.38
16.670,0.37
16.680,0.37
16.690,0.36
16.700,0.36
16.710,0.35
16.720,0.35
16.730,0.35
16.740,0.34
16.750,0.34
16.760,0.34
16.770,0.34
16.780,0.34
16.790,0.33
16.800,0.33
16.810,0.33
16.820,0.33
16.830,0.33
16.840,0.33
16.850,0.33
16.860,0.33
16.870,0.33
16.880,0.33
16.890,0.33
16.900,0.33
16.910,0.33
16.920,0.33
16.930,0.33
16.940,0.34
16.950,0.34
16.960,0.34
16.970,0.34
16.980,0.35
16.990,0.35
17.000,0.35
17.010,0.36
17.020,0.36
17.030,0.36
17.040,0.37
17.050,0.37
17.060,0.38
17.070,0.38
17.080,0.39
17.090,0.39
17.100,0.40
17.110,0.40
17.120,0.41
17.130,0.42
17.140,0.42
17.150,0.43
17.160,0.44
17.170,0.44
17.180,0.45
17.190,0.46
17.200,0.47
17.210,0.48
17.220,0.49
17.230,0.49
17.240,0.50
17.250,0.51
17.260,0.52
17.270,0.53
17.280,0.54
17.290,0.55
17.300,0.56
17.310,0.57
17.320,0.58
17.330,0.60
17.340,0.61
17.350,0.62
17.360,0.63
17.370,0.65
17.380,0.66
17.390,0.67
17.400,0.68
17.410,0.70
17.420,0.71
17.430,0.72
